,TCGA-E9-A1N6-11,TCGA-BQ-5879-11,TCGA-BD-A3EP-11,TCGA-EM-A3ST-11,TCGA-BH-A0BW-11,TCGA-FY-A3TY-11,TCGA-CJ-5681-11,TCGA-MY-A5BF-11,TCGA-BH-A0B3-11,TCGA-CZ-4863-11,TCGA-BH-A1EO-11,TCGA-CV-7416-11,TCGA-FV-A23B-11,TCGA-A6-2684-11,TCGA-AA-3520-11,TCGA-EL-A3GZ-11,TCGA-44-5645-11,TCGA-CV-7178-11,TCGA-CZ-5465-11,TCGA-DD-A118-11,TCGA-GI-A2C8-11,TCGA-DD-A1EJ-11,TCGA-50-6595-11,TCGA-BH-A18M-11,TCGA-BH-A1FD-11,TCGA-BG-A3EW-11,TCGA-BC-A110-11,TCGA-AF-5654-11,TCGA-DD-A39Z-11,TCGA-BH-A0DZ-11,TCGA-85-7710-11,TCGA-AA-3514-11,TCGA-BT-A2LB-11,TCGA-AC-A23H-11,TCGA-A6-2678-11,TCGA-BH-A1FJ-11,TCGA-AF-2689-11,TCGA-DD-A39W-11,TCGA-CV-7177-11,TCGA-A6-2685-11,TCGA-38-4625-11,TCGA-55-6981-11,TCGA-43-7658-11,TCGA-CZ-5982-11,TCGA-CG-5728-11,TCGA-BH-A0DQ-11,TCGA-50-5935-11,TCGA-EL-A3T0-11,TCGA-K4-A3WV-11,TCGA-B8-4620-11,TCGA-BH-A0B8-11,TCGA-BH-A0DH-11,TCGA-KS-A41J-11,TCGA-BH-A0DK-11,TCGA-HU-A4GP-11,TCGA-EM-A1CV-11,TCGA-77-7142-11,TCGA-B0-5712-11,TCGA-BH-A18Q-11,TCGA-55-6984-11,TCGA-K4-A5RI-11,TCGA-B0-5690-11,TCGA-CV-7252-11,TCGA-HD-A6HZ-11,TCGA-IG-A3I8-11,TCGA-GL-7966-11,TCGA-DO-A1JZ-11,TCGA-A7-A13E-11,TCGA-CZ-5470-11,TCGA-KS-A41I-11,TCGA-A7-A0CE-11,TCGA-BH-A1FG-11,TCGA-KN-8424-11,TCGA-E2-A15M-11,TCGA-CZ-4865-11,TCGA-44-2657-11,TCGA-BJ-A28X-11,TCGA-BH-A1F6-11,TCGA-55-6979-11,TCGA-BR-7716-11,TCGA-EL-A3MX-11,TCGA-BC-A10Q-11,TCGA-DI-A2QY-11,TCGA-EL-A3TB-11,TCGA-E9-A1NA-11,TCGA-AX-A2HC-11,TCGA-AJ-A3NE-11,TCGA-91-6836-11,TCGA-DD-A3A2-11,TCGA-BH-A1EU-11,TCGA-91-6835-11,TCGA-H6-8124-11,TCGA-CV-7242-11,TCGA-E2-A15K-11,TCGA-BH-A0HA-11,TCGA-KN-8422-11,TCGA-BH-A0BA-11,TCGA-BH-A1FU-11,TCGA-AA-3660-11,TCGA-55-6986-11,TCGA-CG-5722-11,TCGA-EL-A3ZL-11,TCGA-IN-AB1X-11,TCGA-CW-5580-11,TCGA-BC-A10R-11,TCGA-AC-A2FF-11,TCGA-BH-A0HK-11,TCGA-BH-A203-11,TCGA-AJ-A3NC-11,TCGA-49-6744-11,TCGA-BQ-5888-11,TCGA-43-7657-11,TCGA-B0-5691-11,TCGA-EL-A3ZQ-11,TCGA-EL-A3T1-11,TCGA-A7-A0DC-11,TCGA-AA-3662-11,TCGA-BK-A4ZD-11,TCGA-BC-A216-11,TCGA-BJ-A2N7-11,TCGA-A7-A0DB-11,TCGA-X7-A8D7-11,TCGA-44-2661-11,TCGA-KN-8437-11,TCGA-55-6971-11,TCGA-CV-6934-11,TCGA-KN-8429-11,TCGA-BH-A18K-11,TCGA-AX-A0J0-11,TCGA-BH-A0BC-11,TCGA-AA-3531-11,TCGA-GD-A2C5-11,TCGA-E2-A15I-11,TCGA-BH-A1FE-11,TCGA-CV-7438-11,TCGA-49-6761-11,TCGA-E9-A1N4-11,TCGA-44-6145-11,TCGA-EL-A3H1-11,TCGA-A6-2683-11,TCGA-AX-A05Y-11,TCGA-L5-A4OJ-11,TCGA-DZ-6133-11,TCGA-43-6647-11,TCGA-44-6777-11,TCGA-H7-A6C4-11,TCGA-BH-A0BZ-11,TCGA-CV-7255-11,TCGA-E2-A1LS-11,TCGA-AA-3496-11,TCGA-BH-A1FM-11,TCGA-A4-A4ZT-11,TCGA-BH-A18U-11,TCGA-BQ-5878-11,TCGA-EL-A3N3-11,TCGA-BH-A0H7-11,TCGA-AA-3527-11,TCGA-H2-A3RI-11,TCGA-E9-A1N9-11,TCGA-BC-A10Z-11,TCGA-55-6985-11,TCGA-AA-3516-11,TCGA-BH-A0C0-11,TCGA-E9-A1NF-11,TCGA-W5-AA34-11,TCGA-BH-A18J-11,TCGA-BH-A208-11,TCGA-E9-A1R7-11,TCGA-BJ-A2N8-11,TCGA-DD-A113-11,TCGA-BH-A0AU-11,TCGA-KS-A41L-11,TCGA-56-7731-11,TCGA-A6-5667-11,TCGA-55-6970-11,TCGA-E2-A1LB-11,TCGA-HD-8635-11,TCGA-BR-6458-11,TCGA-BH-A18S-11,TCGA-EL-A3ZR-11,TCGA-A6-5665-11,TCGA-BQ-5891-11,TCGA-BH-A0DV-11,TCGA-CJ-6033-11,TCGA-B0-5705-11,TCGA-AG-3732-11,TCGA-L5-A4OM-11,TCGA-BH-A0H5-11,TCGA-22-5481-11,TCGA-BH-A18P-11,TCGA-BH-A18R-11,TCGA-BT-A20U-11,TCGA-44-2655-11,TCGA-92-7340-11,TCGA-AA-3534-11,TCGA-BH-A204-11,TCGA-EL-A3ZS-11,TCGA-A7-A0D9-11,TCGA-BH-A0E0-11,TCGA-KN-8432-11,TCGA-34-8454-11,TCGA-BH-A209-11,TCGA-BH-A0BS-11,TCGA-AC-A2FM-11,TCGA-91-6849-11,TCGA-44-2665-11,TCGA-44-6776-11,TCGA-FX-A2QS-11,TCGA-CV-7425-11,TCGA-FU-A3EO-11,TCGA-E9-A1RB-11,TCGA-A7-A13G-11,TCGA-E8-A2JQ-11,TCGA-BH-A1EW-11,TCGA-X7-A8D6-11,TCGA-DD-A3A5-11,TCGA-E9-A1RH-11,TCGA-EL-A3T7-11,TCGA-ET-A3DP-11,TCGA-BR-6564-11,TCGA-KN-8433-11,TCGA-E9-A1RC-11,TCGA-EM-A1CW-11,TCGA-BH-A1F8-11,TCGA-IC-A6RF-11,TCGA-A6-2680-11,TCGA-BH-A0BM-11,TCGA-KN-8431-11,TCGA-BH-A0AY-11,TCGA-CV-7238-11,TCGA-BH-A18V-11,TCGA-BH-A1F2-11,TCGA-KL-8336-11,TCGA-E9-A1NG-11,TCGA-55-6982-11,TCGA-AF-2692-11,TCGA-CJ-5680-11,TCGA-E2-A158-11,TCGA-BJ-A3PR-11,TCGA-BH-A0DL-11,TCGA-EL-A3MW-11,TCGA-BH-A1FH-11,TCGA-B0-5709-11,TCGA-KN-8434-11,TCGA-44-3398-11,TCGA-BH-A1EN-11,TCGA-EL-A3N2-11,TCGA-CG-5730-11,TCGA-KO-8415-11,TCGA-BG-A3PP-11,TCGA-BH-A0B7-11,TCGA-BH-A0BJ-11,TCGA-BH-A0BQ-11,TCGA-AZ-6603-11,TCGA-FV-A3I1-11,TCGA-BJ-A2N9-11,TCGA-AF-2691-11,TCGA-BH-A0DP-11,TCGA-BH-A0DG-11,TCGA-KL-8324-11,TCGA-77-7335-11,TCGA-BH-A0E1-11,TCGA-HU-A4GY-11,TCGA-56-7823-11,TCGA-BJ-A28W-11,TCGA-L5-A4OG-11,TCGA-DD-A1EC-11,TCGA-BC-A10X-11,TCGA-HM-A3JJ-11,TCGA-P8-A5KD-11,TCGA-BH-A1F0-11,TCGA-51-4079-11,TCGA-DD-A11D-11,TCGA-BH-A0H9-11,TCGA-91-6847-11,TCGA-AJ-A3NH-11,TCGA-56-8082-11,TCGA-49-4512-11,TCGA-EL-A3ZO-11,TCGA-A6-2686-11,TCGA-CZ-5467-11,TCGA-GD-A3OP-11,TCGA-A7-A0CH-11,TCGA-CG-5733-11,TCGA-BH-A0BT-11,TCGA-BR-8060-11,TCGA-CW-5587-11,TCGA-49-4490-11,TCGA-E2-A1L7-11,TCGA-KL-8329-11,TCGA-E9-A1RF-11,TCGA-GI-A2C9-11,TCGA-BH-A1FN-11,TCGA-EM-A1CS-11,TCGA-DD-A1EB-11,TCGA-44-6147-11,TCGA-A6-2679-11,TCGA-BQ-7061-11,TCGA-BH-A0BV-11,TCGA-BR-6852-11,TCGA-GE-A2C6-11,TCGA-GC-A3WC-11,TCGA-EM-A1YC-11,TCGA-BH-A1ET-11,TCGA-E9-A1RI-11,TCGA-BH-A1FC-11,TCGA-BJ-A28R-11,TCGA-E2-A1LH-11,TCGA-BH-A0C3-11,TCGA-AA-3518-11,TCGA-AZ-6598-11,TCGA-DD-A3A6-11,TCGA-EL-A3H7-11,TCGA-A3-3358-11,TCGA-EL-A3T6-11,TCGA-BG-A2AD-11,TCGA-CV-6955-11,TCGA-E2-A153-11,TCGA-BH-A18L-11,TCGA-E2-A1IG-11,TCGA-EL-A3T2-11,TCGA-BH-A1EV-11,TCGA-W5-AA2R-11,TCGA-BH-A0DO-11,TCGA-BH-A1FB-11,TCGA-AG-3742-11,TCGA-B8-5552-11,TCGA-BT-A20R-11,TCGA-AG-3725-11,TCGA-BH-A1FR-11,TCGA-49-6743-11,TCGA-A7-A13F-11,TCGA-BH-A0AZ-11,TCGA-AX-A2HD-11,TCGA-E9-A1ND-11,TCGA-38-4627-11,TCGA-BH-A0DT-11,TCGA-AX-A0IZ-11,TCGA-W5-AA2U-11,TCGA-BH-A18N-11,TCGA-AC-A2FB-11,TCGA-DD-A39X-11,TCGA-E9-A1RD-11,TCGA-44-3396-11,TCGA-BR-7704-11,TCGA-E2-A1BC-11,TCGA-FV-A3I0-11,TCGA-ET-A2N5-11,TCGA-CJ-5677-11,TCGA-EL-A3ZK-11,TCGA-BQ-5875-11,TCGA-EL-A3ZH-11,TCGA-33-4587-11,TCGA-H6-A45N-11,TCGA-BQ-5884-11,TCGA-GC-A6I3-11,TCGA-BH-A0B5-11,TCGA-E9-A1N5-11,TCGA-50-5931-11,TCGA-38-4626-11
TMEM164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC9A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A5,-0.7433008233515768,1.0880991766484238,-0.889500823351577,-0.38070082335157696,-0.4692008233515771,-0.9407008233515768,0.48849917664842313,-0.8397008233515767,-0.6071008233515771,-0.1845008233515768,-0.790400823351577,0.3749991766484231,-0.6653008233515765,1.8438991766484225,1.6273991766484226,-0.9580008233515762,-0.4420008233515763,0.9183991766484231,0.7981991766484228,-0.9646008233515768,-3.462800823351577,-0.9944008233515769,-0.533100823351576,-0.674900823351577,-0.666400823351576,-1.1739008233515766,-0.9927008233515762,2.028699176648424,-1.8272008233515766,-0.14940082335157698,-0.1511008233515766,2.090299176648424,0.11849917664842399,-0.6198008233515767,1.7430991766484227,-0.6806008233515771,1.2831991766484236,-0.8149008233515769,0.388799176648423,1.870499176648423,-0.038400823351575894,-0.34570082335157704,-0.270900823351576,0.5236991766484228,-0.9290008233515764,-0.6256008233515769,-0.25520082335157723,-0.6052008233515771,-0.6077008233515764,-0.3400008233515769,-0.5751008233515769,-0.4947008233515769,-1.2819008233515763,0.17619917664842258,-1.0234008233515768,-0.9736008233515764,-0.1603008233515764,-0.30210082335157634,-0.7304008233515763,-0.2811008233515768,-0.4520008233515769,0.9073991766484241,0.23779917664842298,-1.0782008233515767,-0.5551008233515766,0.23779917664842298,-0.9856008233515767,-0.7578008233515765,0.8632991766484237,-1.0586008233515762,-0.5193008233515765,-0.9840008233515771,0.9479991766484233,-0.9264008233515763,0.5571991766484228,0.1395991766484227,-1.0215008233515765,-0.6857008233515767,-0.15000082335157727,0.3033991766484229,-0.9510008233515764,-1.0955008233515766,-1.2553008233515772,-0.7851008233515769,-0.6289008233515772,-0.5254008233515763,-0.5658008233515767,0.04109917664842331,-0.9424008233515765,-0.8452008233515764,-0.43480082335157716,-0.25310082335157685,0.5678991766484229,-1.349100823351577,-0.5133008233515771,0.9073991766484241,-0.5668008233515767,-0.7252008233515772,1.4944991766484235,-0.7620008233515766,-0.5512008233515766,-1.205500823351577,-0.27270082335157614,0.9483991766484224,-0.8721008233515766,-0.021400823351577024,-0.2674008233515773,-0.7178008233515765,-1.324000823351577,0.09499917664842357,0.12629917664842344,-0.20320082335157588,0.43599917664842286,-1.0621008233515772,-0.8309008233515767,-0.5495008233515769,1.1309991766484233,-0.4872008233515764,-1.8137008233515768,-1.0487008233515764,-0.39480082335157696,0.9070991766484229,-0.16570082335157582,-0.7371008233515773,-0.2689008233515773,0.07589917664842387,0.8725991766484235,-0.493600823351577,-1.1769008233515768,-0.10220082335157664,2.097699176648423,-0.5432008233515766,-0.7241008233515771,-0.4678008233515765,0.48009917664842305,-0.09290082335157715,-0.503800823351577,-0.37540082335157693,-0.5541008233515771,1.7152991766484242,-0.838000823351577,-0.1617008233515767,0.650199176648423,-0.04490082335157732,-0.16330082335157664,-1.3681008233515768,-0.9194008233515765,0.7779991766484234,-0.8996008233515767,1.278199176648423,-0.8828008233515765,1.0405991766484224,-0.6248008233515768,0.9887991766484224,-0.6485008233515763,-0.126200823351576,1.8233991766484223,-1.1359008233515764,-0.22110082335157688,-1.0234008233515768,-0.4953008233515767,1.7794991766484236,-0.5270008233515764,-0.9979008233515767,-0.6386008233515764,-0.5562008233515766,-0.6065008233515767,-1.1257008233515762,-0.7754008233515763,-1.2109008233515766,-0.696700823351577,-1.0110008233515764,-0.0751008233515761,1.5064991766484237,-0.3062008233515767,-0.03810082335157696,0.2693991766484241,-0.6534008233515765,-0.7024008233515769,-1.0126008233515769,1.9377991766484242,0.8477991766484242,-0.678400823351577,0.3844991766484238,0.8294991766484224,0.8175991766484237,0.006799176648422893,-0.7758008233515764,-0.21220082335157603,-0.7875008233515767,-0.8677008233515764,0.3831991766484234,-0.3786008233515763,-0.3703008233515765,1.5553991766484234,-1.1474008233515764,-0.6514008233515766,-0.9446008233515767,0.07039917664842404,1.1539991766484232,-0.6048008233515769,-0.6945008233515766,-0.493800823351576,-0.533700823351577,-0.15000082335157727,0.14099917664842312,0.06569917664842277,0.8118991766484225,0.30859917664842307,-1.591100823351577,-0.7482008233515769,-0.7245008233515771,-0.6230008233515766,-0.378900823351577,-0.459200823351577,-1.070500823351577,-1.0301008233515772,-1.1780008233515769,-0.8306008233515768,0.6544991766484235,0.6995991766484232,-1.1992008233515763,-1.112800823351577,-0.3648008233515765,0.3037991766484237,2.202999176648424,-0.17550082335157646,1.3671991766484233,-0.4932008233515769,-0.848800823351577,-1.2641008233515771,-0.9115008233515762,0.28749917664842267,-0.9282008233515765,-0.5803008233515758,1.1426991766484225,0.22059917664842393,-0.7584008233515771,-1.209600823351577,-0.5172008233515766,-0.8847008233515766,-0.4649008233515772,0.848299176648423,1.1409991766484233,-0.304900823351577,-0.9159008233515767,-1.0751008233515769,0.9777991766484232,1.2961991766484235,-1.699300823351577,-0.48600082335157685,-0.3284008233515764,-0.3666008233515769,0.8005991766484241,-1.0929008233515765,-0.9986008233515767,1.1706991766484232,-0.5813008233515765,-0.3492008233515769,0.8430991766484227,-0.11980082335157656,-0.2529008233515772,-1.1733008233515763,-0.01640082335157612,-0.7709008233515763,-0.4333008233515773,-2.3241008233515768,-1.104000823351577,-0.9695008233515771,-0.9925008233515769,-0.8023008233515769,-0.32250082335157676,-0.5772008233515766,-0.8024008233515767,-0.23120082335157635,-1.3587008233515772,-0.42500082335157696,0.09849917664842253,-0.9470008233515772,1.8058991766484243,0.9026991766484244,0.44239917664842415,-0.4751008233515763,-0.5530008233515769,-0.4002008233515768,-0.27180082335157707,0.8801991766484235,0.17099917664842407,-0.579300823351577,0.9584991766484238,-1.300300823351577,-0.6323008233515768,-0.5928008233515764,-0.6337008233515764,-0.6038008233515769,-0.14600082335157596,1.6662991766484223,0.9813991766484239,-0.2931008233515769,-0.12720082335157715,-0.6191008233515763,-0.30750082335157625,-2.536900823351576,-1.0209008233515762,-1.1523008233515766,-0.5007008233515762,-0.812100823351577,-0.5688008233515766,-0.3734008233515765,1.3937991766484237,1.0789991766484235,-2.622100823351577,-0.9540008233515768,1.3340991766484243,-0.8813008233515766,-1.043100823351577,0.17349917664842351,-0.09140082335157712,-0.8553008233515769,-0.6557008233515763,-1.0190008233515762,-0.6668008233515763,-1.0152008233515772,-0.3378008233515767,-0.484000823351577,1.1041991766484234,-0.3732008233515767,-0.11720082335157751,1.3810991766484229,-0.6033008233515771,0.15079917664842338,-0.8029008233515761,-0.8169008233515765,-1.1053008233515769,-0.5928008233515764,0.3346991766484228,-0.35660082335157645,-0.9700008233515764,-1.2247008233515766,-0.8966008233515763,-0.6815008233515768,-0.9907008233515762,-1.0281008233515765,-0.15550082335157706,-0.5078008233515765,-0.461100823351577,-1.0653008233515766,-0.800000823351577,0.6109991766484238,-0.637200823351577,0.6909991766484238,-0.7702008233515772,0.18959917664842335,-1.1670008233515767,0.7511991766484238,-0.20830082335157654,-0.9463008233515766,0.11839917664842427,-0.2878008233515768,0.012499176648424027
LRCH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM120C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP2K4P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM156A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMSB15A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB40A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
