sample,chrX_non_escaping_promoter_CpG_islands_median_beta,autosome_median_beta,XIST_TPM,Classification,Secondary_Class
TCGA-HC-8261-01,0.040783523,0.072660717,0.094331796,PRAD,
TCGA-BR-6457-01,0.042560367,0.090589438,0.000999989,STAD,
TCGA-ER-A19M-06,0.043246592,0.075211938,0.010999639,SKCM,
TCGA-HW-7489-01,0.038325,0.077692085,0.000999989,LGG,
TCGA-ZN-A9VW-01,0.036043097,0.070096395,0.171003766,MESO,
TCGA-FP-8099-01,0.037920443,0.064075301,0.041000917,STAD,
TCGA-62-A46S-01,0.090227366,0.124942411,0.010999639,LUAD,
TCGA-60-2721-01,0.016974295,0.056096315,0.010999639,LUSC,
TCGA-T9-A92H-01,0.045935577,0.071309663,0.000999989,COAD,
TCGA-QC-A7B5-01,0.035001289,0.058588158,0.11099757,SARC,
TCGA-BJ-A190-01,0.045585878,0.074607405,0.030999742,THCA,
TCGA-F7-A623-01,0.037673038,0.062201051,0.000999989,HNSC,
TCGA-HT-7608-01,0.039061339,0.071774157,0.071001829,LGG,
TCGA-44-7662-01,0.071733841,0.112640709,0.000999989,LUAD,
TCGA-J4-A83I-01,0.045040067,0.072877317,0.000999989,PRAD,
TCGA-D5-5537-01,0.046775644,0.084057203,0.010999639,COAD,
TCGA-RW-A686-09,0.044354727,0.057248071,0.650990512,PCPG,
TCGA-63-A5MP-01,0.042724556,0.07379857,0.000999989,LUSC,
TCGA-P3-A5QA-01,0.036748982,0.063790593,0.231005643,HNSC,
TCGA-VR-A8EX-01,0.043445215,0.074424872,0.431012017,ESCA,
TCGA-FJ-A3Z9-01,0.03902774,0.058820184,0.100998096,BLCA,
TCGA-CV-5441-01,0.039128077,0.067503415,0.010999639,HNSC,
TCGA-AA-3526-01,0.014577246,0.044368671,0.000999989,COAD,
TCGA-P3-A5QF-01,0.034476565,0.055364852,0.410997066,HNSC,
TCGA-BQ-7046-01,0.038924244,0.063995114,0.000999989,KIRP,
TCGA-EE-A2GI-06,0.040816586,0.074890853,0.571014783,SKCM,
TCGA-HW-A5KK-01,0.035075588,0.060920529,0.000999989,LGG,
TCGA-E7-A3X6-01,0.040796447,0.063968137,0.000999989,BLCA,
TCGA-21-1080-01,0.019632118,0.057357462,0.000999989,LUSC,
TCGA-FG-A4MX-01,0.040112048,0.068118692,0.291001804,LGG,
TCGA-VN-A88N-01,0.041026643,0.067850559,0.000999989,PRAD,
TCGA-VQ-A928-01,0.037820677,0.068317146,0.000999989,STAD,
TCGA-86-8054-01,0.059388388,0.088326538,0.100998096,LUAD,
TCGA-D3-A51G-06,0.032118708,0.047181644,0.020999518,SKCM,
TCGA-HC-8258-01,0.039969129,0.068549308,0.254330433,PRAD,
TCGA-AB-2939-03,0.037743304,0.060196688,0.121001765,LAML,
TCGA-G2-A3IB-01,0.036598617,0.055262713,0.000999989,BLCA,
TCGA-VP-A87B-01,0.041982038,0.060483819,0.141003219,PRAD,
TCGA-E7-A7DU-01,0.03963366,0.05591386,0.061001985,BLCA,
TCGA-63-A5MI-01,0.042488934,0.064470382,0.000999989,LUSC,
TCGA-LN-A7HY-01,0.04008607,0.065081735,0.121001765,ESCA,
TCGA-QT-A69Q-01,0.041596637,0.056841462,0.061001985,PCPG,
TCGA-BA-5558-01,0.03983404,0.071537138,0.010999639,HNSC,
TCGA-GC-A3YS-01,0.038171388,0.063658838,0.000999989,BLCA,
TCGA-DK-A6B6-01,0.033995273,0.054337595,0.000999989,BLCA,
TCGA-R6-A6Y2-01,0.03606008,0.059897602,0.000999989,ESCA,
TCGA-EB-A4P0-01,0.032494248,0.051301686,0.160996363,SKCM,
TCGA-IN-A6RR-01,0.041510456,0.083276536,0.081001925,STAD,
TCGA-QU-A6IM-01,0.03173098,0.053299783,0.081001925,PRAD,
TCGA-AK-3454-01,0.035742888,0.063351435,1.590958193,KIRC,
TCGA-HT-7879-01,0.03944179,0.065588232,0.451000207,LGG,
TCGA-CJ-4882-01,0.034694438,0.067865795,0.181004817,KIRC,
TCGA-75-5122-01,0.089258918,0.13683837,0.000999989,LUAD,
TCGA-JY-A6F8-01,0.044889244,0.062956421,0.171003766,ESCA,
TCGA-AB-2843-03,0.040199644,0.065349562,0.000999989,LAML,
TCGA-AB-2995-03,0.0529319,0.058427225,0.000999989,LAML,
TCGA-E1-A7YD-01,0.034138721,0.051053333,0.071001829,LGG,
TCGA-SX-A7SU-01,0.044512003,0.066506688,0.071001829,KIRP,
TCGA-DM-A0XD-01,0.037800764,0.069272062,0.030999742,COAD,
TCGA-VQ-A922-01,0.03694245,0.058534019,0.300992616,STAD,
TCGA-AD-6901-01,0.038504559,0.068823595,0.000999989,COAD,
TCGA-BP-4346-01,0.022084233,0.077565947,0.141003219,KIRC,
TCGA-QU-A6IP-01,0.035823079,0.057887595,0.041000917,PRAD,
TCGA-L5-A8NW-01,0.031225328,0.069534642,0.000999989,ESCA,
TCGA-BP-4761-01,0.023166715,0.082788633,0.531005975,KIRC,
TCGA-HT-7602-01,0.032900733,0.071673087,0.181004817,LGG,
TCGA-BR-7196-01,0.042546389,0.193029139,0.061001985,STAD,
TCGA-HD-7229-01,0.040491715,0.077243327,0.201004541,HNSC,
TCGA-ET-A40S-01,0.035407072,0.061501971,0.291001804,THCA,
TCGA-W5-AA30-01,0.058740041,0.111296428,0.090999347,CHOL,
TCGA-DU-6542-01,0.04098383,0.071898936,0.061001985,LGG,
TCGA-AD-A5EK-01,0.037206436,0.060457162,0.451000207,COAD,
TCGA-NQ-A638-01,0.040326598,0.05512089,0.240999156,MESO,
TCGA-D9-A6EC-06,0.030128948,0.051837021,0.041000917,SKCM,
TCGA-60-2709-01,0.041446902,0.085184867,0.000999989,LUSC,
TCGA-CV-7097-01,0.035954826,0.088917478,0.000999989,HNSC,
TCGA-EE-A29C-06,0.044313373,0.073059639,0.061001985,SKCM,
TCGA-55-1596-01,0.018397085,0.053739349,0.000999989,LUAD,
TCGA-IQ-A61I-01,0.029516483,0.059270359,0.000999989,HNSC,
TCGA-78-7154-01,0.068604063,0.103197069,0.000999989,LUAD,
TCGA-06-5414-01,0.037756676,0.067217693,0.190994103,GBM,
TCGA-CN-5360-01,0.049400622,0.089847809,0.000999989,HNSC,
TCGA-86-8669-01,0.076189005,0.105397206,0.201004541,LUAD,
TCGA-GJ-A9DB-01,0.034299251,0.059010106,0.000999989,LIHC,
TCGA-ER-A42L-06,0.038298227,0.074422657,0.000999989,SKCM,
TCGA-D6-A6EQ-01,0.040341508,0.076027735,0.540999813,HNSC,
TCGA-QH-A6CX-01,0.038382996,0.064447383,0.000999989,LGG,
TCGA-EJ-5497-01,0.036778729,0.068395386,0.000999989,PRAD,
TCGA-98-8023-01,0.039587802,0.070827592,0.130996484,LUSC,
TCGA-DJ-A13U-01,0.044596652,0.068899064,0.000999989,THCA,
TCGA-YZ-A980-01,0.032869069,0.061558592,0.251007086,UVM,
TCGA-BP-4771-01,0.022167284,0.076123135,0.160996363,KIRC,
TCGA-AB-2913-03,0.03845098,0.066392516,0.000999989,LAML,
TCGA-G4-6294-01,0.040768328,0.064765291,0.130996484,COAD,
TCGA-FS-A1ZB-06,0.04358869,0.075237422,0.041000917,SKCM,
TCGA-KL-8326-01,0.042989914,0.068463706,0.000999989,KICH,
TCGA-CN-A6V7-01,0.037899138,0.062979688,0.000999989,HNSC,
TCGA-LN-A5U6-01,0.038812725,0.067161645,0.000999989,ESCA,
TCGA-J4-A67M-01,0.028231436,0.054643939,0.000999989,PRAD,
TCGA-VP-A87C-01,0.040029443,0.072403128,0.010999639,PRAD,
TCGA-TS-A7P6-01,0.03433219,0.053607133,0.000999989,MESO,
TCGA-AZ-6607-01,0.046304278,0.095727987,0.141003219,COAD,
TCGA-IB-AAUR-01,0.040274806,0.077255189,0.061001985,PAAD,
TCGA-B8-A54D-01,0.040393235,0.066640877,0.010999639,KIRC,
TCGA-56-7222-01,0.035733648,0.058283512,0.000999989,LUSC,
TCGA-D6-A4ZB-01,0.039575339,0.083789605,0.000999989,HNSC,
TCGA-CD-8534-01,0.041655344,0.072226001,0.21099782,STAD,
TCGA-CD-8536-01,0.040722261,0.084635788,0.010999639,STAD,
TCGA-EJ-5502-01,0.034459601,0.065271241,0.000999989,PRAD,
TCGA-41-3915-01,0.022048452,0.069681629,0.061001985,GBM,
TCGA-DB-5281-01,0.048608977,0.091304225,0.000999989,LGG,
TCGA-ZP-A9CV-01,0.042975548,0.082237443,0.050998549,LIHC,
TCGA-L5-A8NI-01,0.036834032,0.06181688,0.11099757,ESCA,
TCGA-MZ-A6I9-01,0.049643616,0.083667126,0.171003766,HNSC,
TCGA-FG-7634-01,0.038202257,0.068503851,0.010999639,LGG,
TCGA-EE-A3J7-06,0.037923444,0.103122941,0.071001829,SKCM,
TCGA-18-3412-01,0.019761888,0.065402344,0.081001925,LUSC,
TCGA-06-2562-01,0.014212784,0.047942124,0.11099757,GBM,
TCGA-QT-A5XL-01,0.044324826,0.058010553,0.071001829,PCPG,
TCGA-HU-A4H8-01,0.037755379,0.090773052,0.000999989,STAD,
TCGA-A3-3319-01,0.019567243,0.058641082,0.000999989,KIRC,
TCGA-ZG-A8QX-01,0.036870388,0.064967286,0.201004541,PRAD,
TCGA-L5-A43C-01,0.043390091,0.089903209,0.000999989,ESCA,
TCGA-P5-A5EU-01,0.039470651,0.060997778,0.121001765,LGG,
TCGA-85-8048-01,0.036697216,0.070904278,0.130996484,LUSC,
TCGA-66-2790-01,0.021429757,0.073858038,0.160996363,LUSC,
TCGA-L9-A50W-01,0.060848469,0.088416287,0.181004817,LUAD,
TCGA-HD-A634-01,0.035250859,0.057299832,0.000999989,HNSC,
TCGA-EJ-A8FP-01,0.044161041,0.06858019,0.171003766,PRAD,
TCGA-EM-A2OX-01,0.039224562,0.062598006,0.160996363,THCA,
TCGA-S9-A7R7-01,0.036293518,0.061320172,1.281026216,LGG,
TCGA-2A-AAYF-01,0.032525796,0.054472189,0.240999156,PRAD,
TCGA-35-4123-01,0.019766734,0.066469755,0.000999989,LUAD,
TCGA-EJ-7314-01,0.034532893,0.068483262,0.010999639,PRAD,
TCGA-B9-A5W8-01,0.038790252,0.064638162,0.000999989,KIRP,
TCGA-G9-6499-01,0.041707888,0.071052171,0.000999989,PRAD,
TCGA-D6-A4Z9-01,0.037063174,0.072229969,0.010999639,HNSC,
TCGA-UD-AABZ-01,0.039195451,0.058534524,0.501006074,MESO,
TCGA-L5-A43H-01,0.041747689,0.073098129,0.100998096,ESCA,
TCGA-NK-A7XE-01,0.039426185,0.066594524,0.020999518,LUSC,
TCGA-V1-A9ZK-01,0.031602368,0.056842329,0.010999639,PRAD,
TCGA-D9-A4Z5-01,0.030421046,0.053368058,0.000999989,SKCM,
TCGA-32-5222-01,0.040194047,0.064253648,0.181004817,GBM,
TCGA-FD-A3SS-01,0.037876252,0.062561567,0.041000917,BLCA,
TCGA-CJ-4872-01,0.020417279,0.069136022,0.251007086,KIRC,
TCGA-V1-A8WN-01,0.034489707,0.058416928,0.201004541,PRAD,
TCGA-26-5134-01,0.037780953,0.056563116,0.260996072,GBM,
TCGA-DM-A28H-01,0.043685826,0.077017115,0.071001829,COAD,
TCGA-CG-4472-01,0.0242987,0.071016256,0.401007187,STAD,
TCGA-55-8207-01,0.065428291,0.093343226,0.071001829,LUAD,
TCGA-VR-AA7D-01,0.038050157,0.073670366,0.000999989,ESCA,
TCGA-BQ-7060-01,0.039799301,0.065501297,0.000999989,KIRP,
TCGA-K7-A6G5-01,0.03312934,0.052340279,0.000999989,LIHC,
TCGA-UY-A9PA-01,0.035449627,0.063698269,0.000999989,BLCA,
TCGA-39-5019-01,0.047579576,0.082151483,0.050998549,LUSC,
TCGA-AB-2941-03,0.033586155,0.047089814,0.100998096,LAML,
TCGA-60-2706-01,0.017663636,0.053684509,0.000999989,LUSC,
TCGA-BB-A5HU-01,0.039561284,0.063397616,0.010999639,HNSC,
TCGA-PQ-A6FI-01,0.035032131,0.05184534,0.000999989,BLCA,
TCGA-4X-A9FB-01,0.032150142,0.055697276,0.000999989,THYM,
TCGA-ZU-A8S4-01,0.040050752,0.071286926,0.76101669,CHOL,
TCGA-2H-A9GM-01,0.040151632,0.071359309,0.141003219,ESCA,
TCGA-HC-A48F-01,0.030737762,0.050666047,0.000999989,PRAD,
TCGA-CV-A45U-01,0.037434479,0.064474471,0.121001765,HNSC,
TCGA-A4-8517-01,0.033604834,0.058060392,0.000999989,KIRP,
TCGA-33-6738-01,0.033871614,0.070235563,0.421002294,LUSC,
TCGA-L5-A8NV-01,0.034233759,0.076059768,0.081001925,ESCA,
TCGA-D3-A2J8-06,0.041874736,0.074096997,0.000999989,SKCM,
TCGA-YC-A8S6-01,0.036543822,0.064131163,0.160996363,BLCA,
TCGA-ZF-A9RC-01,0.039431651,0.059641396,0.020999518,BLCA,
TCGA-DX-AB2E-01,0.039099734,0.11325309,0.11099757,SARC,
TCGA-AH-6644-01,0.040909154,0.068744925,0.181004817,READ,
TCGA-66-2791-01,0.020907465,0.071752858,0.000999989,LUSC,
TCGA-05-4403-01,0.020398927,0.070287186,0.020999518,LUAD,
TCGA-F2-6879-01,0.04239934,0.072319655,0.000999989,PAAD,
TCGA-W5-AA2O-01,0.031547028,0.053929838,0.171003766,CHOL,
TCGA-XF-A9T8-01,0.03739813,0.066373493,0.010999639,BLCA,
TCGA-85-8049-01,0.041583541,0.079922592,0.010999639,LUSC,
TCGA-G9-6367-01,0.041419922,0.073258296,0.030999742,PRAD,
TCGA-HT-7605-01,0.035330223,0.073563194,0.571014783,LGG,
TCGA-TQ-A7RH-01,0.039593509,0.06502568,0.160996363,LGG,
TCGA-RY-A847-01,0.035909694,0.073006069,0.000999989,LGG,
TCGA-O2-A52W-01,0.03596723,0.062936944,0.010999639,LUSC,
TCGA-ZP-A9CZ-01,0.042561093,0.082607593,0.000999989,LIHC,
TCGA-EJ-5526-01,0.031564533,0.069796336,0.010999639,PRAD,
TCGA-TS-A7OU-01,0.038214777,0.061357332,0.000999989,MESO,
TCGA-CR-6470-01,0.05040191,0.085156323,0.000999989,HNSC,
TCGA-AB-2891-03,0.043453034,0.076886509,0.710989422,LAML,
TCGA-EM-A22M-01,0.040298745,0.080836847,0.000999989,THCA,
TCGA-UZ-A9PP-01,0.037386173,0.058585045,0.000999989,KIRP,
TCGA-YC-A9TC-01,0.035345983,0.053471802,0.000999989,BLCA,
TCGA-KO-8407-01,0.043791705,0.069136244,0.000999989,KICH,
TCGA-QH-A6X4-01,0.041401524,0.072658234,0.000999989,LGG,
TCGA-G4-6628-01,0.048396066,0.151683066,0.000999989,COAD,
TCGA-AA-3713-01,0.044677783,0.094128523,0.000999989,COAD,
TCGA-A6-A56B-01,0.038280462,0.071956006,0.010999639,COAD,
TCGA-EJ-7123-01,0.041550155,0.07256888,0.000999989,PRAD,
TCGA-HT-7687-01,0.043639467,0.093954678,0.580995945,LGG,
TCGA-CV-7446-01,0.033798873,0.053913547,0.300992616,HNSC,
TCGA-LN-A4A9-01,0.038876079,0.064449109,0.291001804,ESCA,
TCGA-ET-A2MX-01,0.035587286,0.053553259,0.010999639,THCA,
TCGA-BP-4173-01,0.023386674,0.074637008,0.231005643,KIRC,
TCGA-J4-8198-01,0.041121429,0.069979571,0.071001829,PRAD,
TCGA-ER-A2NE-06,0.034762655,0.06183377,0.000999989,SKCM,
TCGA-55-8512-01,0.064494197,0.094130149,0.910985502,LUAD,
TCGA-34-8455-01,0.041682513,0.071359335,0.141003219,LUSC,
TCGA-SX-A71U-01,0.039912107,0.058208246,0.621014991,KIRP,
TCGA-60-2697-01,0.043950107,0.077269903,0.071001829,LUSC,
TCGA-BP-5008-01,0.022603186,0.075977587,0.130996484,KIRC,
TCGA-DA-A3F2-06,0.038204445,0.070690576,0.000999989,SKCM,
TCGA-VQ-AA69-01,0.045892234,0.161072957,0.000999989,STAD,
TCGA-VN-A88M-01,0.043235948,0.062900567,0.000999989,PRAD,
TCGA-F2-7276-01,0.039961865,0.071063393,0.061001985,PAAD,
TCGA-ER-A3PL-06,0.043023748,0.07377479,0.041000917,SKCM,
TCGA-5P-A9K0-01,0.035737638,0.064383108,0.090999347,KIRP,
TCGA-IG-A3YC-01,0.039728221,0.070702633,0.000999989,ESCA,
TCGA-BT-A0S7-01,0.040159749,0.068079884,0.010999639,BLCA,
TCGA-56-8622-01,0.037869827,0.06891707,0.150997859,LUSC,
TCGA-06-0129-01,0.029370129,0.072211545,0.090999347,GBM,
TCGA-KQ-A41Q-01,0.037174263,0.069428851,0.901000618,BLCA,
TCGA-KC-A4BL-01,0.034630586,0.059149468,0.000999989,PRAD,
TCGA-78-7150-01,0.0593509,0.085469221,0.061001985,LUAD,
TCGA-DC-6160-01,0.041772931,0.072148325,0.60098463,READ,
TCGA-DE-A4M9-01,0.028214017,0.042219286,0.000999989,THCA,
TCGA-HC-7742-01,0.038831028,0.064546022,0.041000917,PRAD,
TCGA-58-A46M-01,0.049755613,0.082615248,0.121001765,LUSC,
TCGA-IG-A3YA-01,0.042168005,0.070061694,0.020999518,ESCA,
TCGA-JY-A6FE-01,0.032318567,0.050861318,0.000999989,ESCA,
TCGA-91-6848-01,0.104839631,0.142394728,0.000999989,LUAD,
TCGA-DX-A8BL-01,0.043081462,0.073651527,1.100988958,SARC,
TCGA-78-7166-01,0.072222232,0.101861296,0.000999989,LUAD,
TCGA-DU-6397-02,0.036267216,0.059877334,0.311002913,LGG,
TCGA-28-2514-01,0.015867932,0.050633064,0.030999742,GBM,
TCGA-DK-A3IK-01,0.036605767,0.064489114,0.11099757,BLCA,
TCGA-CN-6989-01,0.046415563,0.082479209,0.000999989,HNSC,
TCGA-AA-3685-01,0.018096022,0.061576917,0.000999989,COAD,
TCGA-BR-7851-01,0.045612734,0.119003927,0.000999989,STAD,
TCGA-DK-AA74-01,0.036073687,0.064601601,0.000999989,BLCA,
TCGA-5V-A9RR-01,0.032686742,0.054335257,0.061001985,THYM,
TCGA-QK-A8Z7-01,0.035131062,0.05702647,0.090999347,HNSC,
TCGA-44-8120-01,0.069302999,0.105123393,1.251015791,LUAD,
TCGA-SI-A71P-01,0.030075759,0.058308389,0.410997066,SARC,
TCGA-VQ-A927-01,0.037073671,0.067138277,0.000999989,STAD,
TCGA-FG-6690-01,0.038024835,0.083687993,0.010999639,LGG,
TCGA-EB-A24C-01,0.0430213,0.067600359,0.000999989,SKCM,
TCGA-GC-A3OO-01,0.040934285,0.071900013,0.000999989,BLCA,
TCGA-56-8624-01,0.039010818,0.066334783,0.181004817,LUSC,
TCGA-EJ-7125-01,0.040754016,0.09795713,0.000999989,PRAD,
TCGA-3A-A9IZ-01,0.039777202,0.058733104,0.071001829,PAAD,
TCGA-V4-A9EM-01,0.034104716,0.051348968,0.081001925,UVM,
TCGA-L7-A6VZ-01,0.03934686,0.065377486,0.000999989,ESCA,
TCGA-J4-A6G3-01,0.034475148,0.058516317,0.000999989,PRAD,
TCGA-HC-7080-01,0.038846661,0.067692078,0.231005643,PRAD,
TCGA-CV-5435-01,0.043314853,0.071851728,0.000999989,HNSC,
TCGA-V1-A9Z7-01,0.029485375,0.060422956,0.000999989,PRAD,
TCGA-CV-7406-01,0.035321265,0.058627163,0.090999347,HNSC,
TCGA-DU-7011-01,0.039767166,0.067009423,0.511001701,LGG,
TCGA-DK-A6B5-01,0.030795672,0.051111335,0.061001985,BLCA,
TCGA-3B-A9I3-01,0.038246571,0.065104186,0.201004541,SARC,
TCGA-GF-A2C7-01,0.038272159,0.0735816,0.130996484,SKCM,
TCGA-DK-A6B2-01,0.03074787,0.050037999,0.100998096,BLCA,
TCGA-D3-A51K-06,0.034094847,0.053791704,0.030999742,SKCM,
TCGA-D3-A5GT-01,0.036509061,0.065386385,0.000999989,SKCM,
TCGA-BR-8682-01,0.039531863,0.071661205,0.121001765,STAD,
TCGA-FD-A6TH-01,0.053341551,0.082450216,0.000999989,BLCA,
TCGA-AB-2889-03,0.034263307,0.051485174,0.291001804,LAML,
TCGA-CV-A6K1-01,0.037725702,0.061841972,0.000999989,HNSC,
TCGA-EE-A29E-06,0.037274819,0.056722934,0.000999989,SKCM,
TCGA-73-4675-01,0.017744456,0.067384539,0.061001985,LUAD,
TCGA-EE-A3AA-06,0.039662569,0.082784715,0.010999639,SKCM,
TCGA-AK-3451-01,0.021383884,0.075152209,0.000999989,KIRC,
TCGA-J4-AAU2-01,0.033587235,0.05747054,0.000999989,PRAD,
TCGA-BW-A5NQ-01,0.041129632,0.069013005,0.311002913,LIHC,
TCGA-CF-A3MI-01,0.039030898,0.060164783,0.000999989,BLCA,
TCGA-EM-A2P1-09,0.041504578,0.072834539,0.110999844,THCA,
TCGA-92-8063-01,0.036155746,0.061062034,0.020999518,LUSC,
TCGA-FN-7833-01,0.036671299,0.068635747,0.041000917,LGG,
TCGA-DD-AAVX-01,0.043357992,0.082799099,0.081001925,LIHC,
TCGA-CW-6097-01,0.048461556,0.083896033,0.081001925,KIRC,
TCGA-F1-A448-01,0.04076002,0.087455021,0.000999989,STAD,
TCGA-S9-A7R1-01,0.036480889,0.088039167,0.010999639,LGG,
TCGA-EJ-8472-01,0.041978159,0.069722326,0.071001829,PRAD,
TCGA-V1-A8WL-01,0.035899928,0.060044833,0.141003219,PRAD,
TCGA-A4-8515-01,0.033546379,0.052680675,0.000999989,KIRP,
TCGA-QR-A6H1-01,0.03916017,0.052359488,0.480997066,PCPG,
TCGA-FR-A8YE-06,0.040840459,0.065943156,0.000999989,SKCM,
TCGA-CJ-4902-01,0.036083342,0.062539651,0.030999742,KIRC,
TCGA-05-4410-01,0.072951275,0.119138933,0.081001925,LUAD,
TCGA-DD-A1EG-01,0.039885409,0.069586078,0.190994103,LIHC,
TCGA-L5-A88S-01,0.03728732,0.060948239,0.010999639,ESCA,
TCGA-G3-A7M8-01,0.032837061,0.054704584,0.030999742,LIHC,
TCGA-56-A62T-01,0.03862094,0.067826774,0.000999989,LUSC,
TCGA-B0-4703-01,0.038719641,0.071617137,0.050998549,KIRC,
TCGA-HC-A6AN-01,0.027527538,0.053232988,0.000999989,PRAD,
TCGA-97-8179-01,0.071406184,0.102927468,0.11099757,LUAD,
TCGA-33-4583-01,0.035480358,0.056125887,0.000999989,LUSC,
TCGA-78-7633-01,0.067307742,0.091561667,0.000999989,LUAD,
TCGA-06-2565-01,0.017437834,0.051576691,0.330999284,GBM,
TCGA-G9-6498-01,0.032709571,0.061218552,0.100998096,PRAD,
TCGA-AB-2840-03,0.038107414,0.063121,0.491001726,LAML,
TCGA-D7-6518-01,0.040641344,0.081766749,0.320989943,STAD,
TCGA-B3-4103-01,0.020545467,0.058903033,0.020999518,KIRP,
TCGA-CD-5804-01,0.038640876,0.06420707,0.010999639,STAD,
TCGA-DD-AACJ-01,0.039980675,0.068878514,0.000999989,LIHC,
TCGA-IB-7890-01,0.045358889,0.075663194,0.000999989,PAAD,
TCGA-58-8386-01,0.040496055,0.068733946,0.050998549,LUSC,
TCGA-ZB-A96R-01,0.035903039,0.062763139,0.081001925,THYM,
TCGA-CV-A45W-01,0.037515744,0.075629079,0.050998549,HNSC,
TCGA-BC-A10W-01,0.043282609,0.065627801,0.280991813,LIHC,
TCGA-D5-6930-01,0.051852459,0.109550017,0.000999989,COAD,
TCGA-2L-AAQA-01,0.039091501,0.064696035,0.000999989,PAAD,
TCGA-3A-A9IX-01,0.038915311,0.06671847,0.171003766,PAAD,
TCGA-EE-A3JH-06,0.037799138,0.078536344,0.000999989,SKCM,
TCGA-ER-A2NF-09,0.039045105,0.069225206,0.050999043,SKCM,
TCGA-FW-A3R5-06,0.045961603,0.085185018,0.000999989,SKCM,
TCGA-EJ-7315-01,0.039140729,0.07823869,0.000999989,PRAD,
TCGA-AK-3461-01,0.033888997,0.064656763,0.401007187,KIRC,
TCGA-F6-A8O4-01,0.0341042,0.062739613,0.150997859,LGG,
TCGA-2Z-A9JI-01,0.036358443,0.068867242,0.041000917,KIRP,
TCGA-AY-6197-01,0.046151056,0.097646374,0.010999639,COAD,
TCGA-ZB-A96E-01,0.031985231,0.055419201,2.98100749,THYM,
TCGA-RD-A7BT-01,0.042182472,0.07083515,0.061001985,STAD,
TCGA-W2-A7HE-01,0.034577942,0.057352252,0.11099757,PCPG,
TCGA-H9-A6BX-01,0.032352256,0.048736425,0.050998549,PRAD,
TCGA-CV-7430-01,0.040061219,0.066877485,0.000999989,HNSC,
TCGA-46-3767-01,0.023052725,0.074759544,0.010999639,LUSC,
TCGA-CN-4735-01,0.046618526,0.069696303,0.000999989,HNSC,
TCGA-EE-A2GP-06,0.036428114,0.064959689,0.171003766,SKCM,
TCGA-B0-4837-01,0.020262343,0.06422325,0.090999347,KIRC,
TCGA-2A-A8VL-01,0.038254898,0.059320743,0.090999347,PRAD,
TCGA-BA-A4IG-01,0.047482889,0.083031245,0.000999989,HNSC,
TCGA-EE-A17X-06,0.038930831,0.059637035,0.010999639,SKCM,
TCGA-KO-8413-01,0.038139197,0.060447168,0.000999989,KICH,
TCGA-22-1016-01,0.017232599,0.054594955,0.020999518,LUSC,
TCGA-EL-A3MZ-01,0.035334298,0.063177316,0.150997859,THCA,
TCGA-EP-A3JL-01,0.03929731,0.075575184,0.041000917,LIHC,
TCGA-SP-A6QI-01,0.03339358,0.048631972,0.041000917,PCPG,
TCGA-18-3407-01,0.027130926,0.079595058,0.130996484,LUSC,
TCGA-AB-2948-03,0.038880018,0.058637307,1.211000953,LAML,
TCGA-EB-A24D-01,0.041025176,0.08980584,0.000999989,SKCM,
TCGA-BR-8591-01,0.038029686,0.101536054,0.000999989,STAD,
TCGA-XF-AAML-01,0.041858223,0.063155404,0.141003219,BLCA,
TCGA-BP-5194-01,0.034004647,0.056814293,0.081001925,KIRC,
TCGA-DD-AACU-01,0.036740566,0.068999369,0.010999639,LIHC,
TCGA-ZB-A96B-01,0.031767401,0.057381838,0.650986712,THYM,
TCGA-VQ-A94U-01,0.039863938,0.065529979,0.181004817,STAD,
TCGA-CS-5393-01,0.040366045,0.085085069,0.030999742,LGG,
TCGA-XE-AAOC-01,0.031397404,0.059554606,0.381009797,TGCT,TGCT-NS
TCGA-QQ-A5V2-01,0.039271048,0.103215465,0.311002913,SARC,
TCGA-UD-AABY-01,0.038886389,0.06089325,0.121001765,MESO,
TCGA-RY-A83Y-01,0.039199087,0.073511328,0.471000338,LGG,
TCGA-CF-A9FH-01,0.032692047,0.048668643,0.000999989,BLCA,
TCGA-CR-7397-01,0.038829584,0.065025324,0.000999989,HNSC,
TCGA-P3-A6T8-01,0.040375829,0.063939565,0.000999989,HNSC,
TCGA-66-2800-01,0.015812204,0.052944959,0.000999989,LUSC,
TCGA-TS-A7P7-01,0.044389627,0.068994708,0.000999989,MESO,
TCGA-HC-7749-01,0.040131664,0.071633683,0.000999989,PRAD,
TCGA-WB-A80K-01,0.03208223,0.048676356,0.100998096,PCPG,
TCGA-E1-A7YO-01,0.038206626,0.076175007,0.141003219,LGG,
TCGA-YS-A95C-01,0.042452141,0.066817222,0.130996484,MESO,
TCGA-G9-6370-01,0.044822058,0.080419215,0.000999989,PRAD,
TCGA-DK-A1A6-01,0.051576103,0.09870906,0.000999989,BLCA,
TCGA-HZ-7923-01,0.038885518,0.073302235,0.21099782,PAAD,
TCGA-ZG-A8QW-01,0.04066347,0.068915187,0.061001985,PRAD,
TCGA-SC-AA5Z-01,0.036509171,0.061865733,0.010999639,MESO,
TCGA-AB-2975-03,0.03374788,0.053184415,0.121001765,LAML,
TCGA-MI-A75G-01,0.102015517,0.076512809,0.000999989,LIHC,
TCGA-EE-A29V-06,0.040107917,0.064780169,0.061001985,SKCM,
TCGA-KK-A6E1-01,0.031066048,0.047232409,0.000999989,PRAD,
TCGA-43-A474-01,0.042003134,0.063127668,0.160996363,LUSC,
