sample,chrX_non_escaping_promoter_CpG_islands_median_beta,autosome_median_beta,XIST_TPM,Classification,Secondary_Class
TCGA-WB-A81J-01,0.040347944,0.051913013,0.081001925,PCPG,
TCGA-VN-A88K-01,0.040852744,0.058645154,0.291001804,PRAD,
TCGA-QR-A6GU-01,0.038087616,0.063440588,0.361007321,PCPG,
TCGA-02-2483-01,0.017266202,0.060854419,0.081001925,GBM,
TCGA-F7-8298-01,0.041076959,0.070893522,0.000999989,HNSC,
TCGA-MP-A4SV-01,0.079115675,0.12100766,0.330999284,LUAD,
TCGA-DX-A1KZ-01,0.028609812,0.04843632,0.000999989,SARC,
TCGA-A3-3317-01,0.01700269,0.051109523,0.000999989,KIRC,
TCGA-KH-A6WC-01,0.044095406,0.07557215,0.000999989,ESCA,
TCGA-EB-A5SE-01,0.032536339,0.058910439,0.000999989,SKCM,
TCGA-BT-A20X-01,0.041140473,0.074137827,0.000999989,BLCA,
TCGA-A3-3325-01,0.016469968,0.050011193,0.160996363,KIRC,
TCGA-VR-A8ER-01,0.043136264,0.070142215,0.000999989,ESCA,
TCGA-G2-A2EF-01,0.035916662,0.075247916,0.000999989,BLCA,
TCGA-MM-A564-01,0.041735372,0.062522197,0.171003766,KIRC,
TCGA-QK-A6IJ-01,0.045867808,0.069641042,0.471000338,HNSC,
TCGA-EE-A3AC-06,0.046792218,0.086757976,0.000999989,SKCM,
TCGA-FD-A3NA-01,0.034004466,0.058155296,0.121001765,BLCA,
TCGA-LN-A4MQ-01,0.03474119,0.066870063,0.150997859,ESCA,
TCGA-D7-A4YY-01,0.038078309,0.081251106,0.000999989,STAD,
TCGA-49-4486-01,0.019406817,0.053557028,0.041000917,LUAD,
TCGA-DU-A76K-01,0.036260367,0.066257376,0.130996484,LGG,
TCGA-EM-A3SY-01,0.040279859,0.06099585,0.071001829,THCA,
TCGA-JY-A6FH-01,0.039038841,0.055725515,0.010999639,ESCA,
TCGA-DJ-A3VJ-01,0.033830209,0.056382837,0.061001985,THCA,
TCGA-DA-A95W-06,0.043478534,0.084517261,0.000999989,SKCM,
TCGA-EJ-5496-01,0.042184759,0.074642492,0.000999989,PRAD,
TCGA-G7-A8LD-01,0.032005604,0.053899157,0.201004541,KIRP,
TCGA-EJ-5522-01,0.035802226,0.063600154,0.141003219,PRAD,
TCGA-KN-8428-01,0.044724287,0.077455951,0.000999989,KICH,
TCGA-HE-A5NL-01,0.036566657,0.05768098,0.000999989,KIRP,
TCGA-AB-2965-03,0.040666587,0.054807028,0.010999639,LAML,
TCGA-E7-A4IJ-01,0.041940091,0.062733115,0.000999989,BLCA,
TCGA-DO-A2HM-01,0.036276572,0.067062962,0.100998096,THCA,
TCGA-V4-A9EL-01,0.031978588,0.049794137,0.010999639,UVM,
TCGA-HV-A7OL-01,0.041854274,0.073198059,0.000999989,PAAD,
TCGA-X7-A8M6-01,0.033307047,0.062643131,0.000999989,THYM,
TCGA-UT-A88G-01,0.045002556,0.06107536,0.000999989,MESO,
TCGA-B9-A8YH-01,0.037102948,0.056719262,0.081001925,KIRP,
TCGA-5P-A9KF-01,0.03548075,0.05619107,0.000999989,KIRP,
TCGA-DD-AAW2-01,0.039108139,0.062447489,0.421002294,LIHC,
TCGA-S9-A6TU-01,0.036891371,0.071368957,0.240999156,LGG,
TCGA-G9-6364-01,0.040638513,0.068265687,0.130996484,PRAD,
TCGA-A3-3328-01,0.016942967,0.046182889,0.121001765,KIRC,
TCGA-EM-A4FR-01,0.034633176,0.053043639,0.050998549,THCA,
TCGA-ZF-AA4W-01,0.03495422,0.056956213,0.090999347,BLCA,
TCGA-FP-8209-01,0.043929282,0.077605873,0.680987395,STAD,
TCGA-VN-A88R-01,0.039666813,0.063738169,0.000999989,PRAD,
TCGA-FF-A7CQ-01,0.043455938,0.083337333,0.130996484,DLBC,
TCGA-RW-A68C-01,0.039270835,0.058873361,0.300992616,PCPG,
TCGA-UY-A9PD-01,0.038559015,0.056693443,0.87097306,BLCA,
TCGA-RC-A7SF-01,0.033445969,0.065326144,0.311002913,LIHC,
TCGA-KK-A6E3-01,0.033406891,0.053832715,0.821026105,PRAD,
TCGA-CF-A47S-01,0.035809445,0.054836419,0.071001829,BLCA,
TCGA-BP-4989-01,0.021487549,0.073645634,0.090999347,KIRC,
TCGA-3B-A9I0-01,0.034026664,0.060905567,0.130996484,SARC,
TCGA-FD-A43X-01,0.034559706,0.052229146,0.030999742,BLCA,
TCGA-56-7580-01,0.035879219,0.061930425,0.000999989,LUSC,
TCGA-DK-A1AE-01,0.043660271,0.068595274,0.000999989,BLCA,
TCGA-SX-A7SS-01,0.031187482,0.048872627,0.000999989,KIRP,
TCGA-50-7109-01,0.071977002,0.105754935,0.010999639,LUAD,
TCGA-CC-A8HS-01,0.036758227,0.057246773,0.000999989,LIHC,
TCGA-95-8494-01,0.071060584,0.113824969,0.000999989,LUAD,
TCGA-EJ-A8FN-01,0.038474253,0.062823729,0.010999639,PRAD,
TCGA-XF-AAMJ-01,0.05222389,0.087748249,0.141003219,BLCA,
TCGA-CC-A7IF-01,0.038277958,0.060063836,0.291001804,LIHC,
TCGA-EL-A3ZT-01,0.036385761,0.059952974,0.160996363,THCA,
TCGA-14-1829-01,0.014143767,0.041894547,0.090999347,GBM,
TCGA-SH-A7BC-01,0.037808376,0.06642689,0.240999156,MESO,
TCGA-56-7221-01,0.041207628,0.067449477,0.160996363,LUSC,
TCGA-BR-A4IY-01,0.038446479,0.147673264,0.000999989,STAD,
TCGA-BR-6455-01,0.044856638,0.156683639,0.000999989,STAD,
TCGA-BR-4367-01,0.022167373,0.085887123,0.171003766,STAD,
TCGA-AB-2883-03,0.037250035,0.053572068,1.131000839,LAML,
TCGA-BB-4227-01,0.047825138,0.079581282,0.11099757,HNSC,
TCGA-DD-A1EA-01,0.039633592,0.069715702,0.000999989,LIHC,
TCGA-37-A5EM-01,0.037347391,0.058096828,0.000999989,LUSC,
TCGA-CN-4729-01,0.051030639,0.085626598,0.081001925,HNSC,
TCGA-UF-A71A-09,0.038027666,0.062183791,0.000999989,HNSC,
TCGA-AK-3456-01,0.019505649,0.069589571,0.061001985,KIRC,
TCGA-V1-A9OF-01,0.034576291,0.061175049,0.100998096,PRAD,
TCGA-2H-A9GR-01,0.047997763,0.101903648,0.030999742,ESCA,
TCGA-DD-AACF-01,0.044450848,0.078583086,0.000999989,LIHC,
TCGA-G9-6369-01,0.039281453,0.070346905,0.000999989,PRAD,
TCGA-EJ-8474-01,0.041725727,0.082661132,0.000999989,PRAD,
TCGA-CV-7183-01,0.036166264,0.063165195,0.000999989,HNSC,
TCGA-DA-A960-01,0.033352978,0.056294293,0.000999989,SKCM,
TCGA-CV-6962-01,0.038571058,0.067498181,0.000999989,HNSC,
TCGA-D9-A3Z1-06,0.050979982,0.087740627,0.000999989,SKCM,
TCGA-B8-4622-01,0.033476041,0.066413956,0.090999347,KIRC,
TCGA-HU-8238-01,0.041022002,0.075045368,0.010999639,STAD,
TCGA-A3-3322-01,0.017256334,0.049166061,0.020999518,KIRC,
TCGA-IH-A3EA-01,0.040696276,0.075150055,0.000999989,SKCM,
TCGA-B8-A54G-01,0.044875953,0.066667662,0.11099757,KIRC,
TCGA-CV-6950-01,0.043565025,0.07179045,0.000999989,HNSC,
TCGA-B9-5156-01,0.037350681,0.062910304,0.000999989,KIRP,
TCGA-63-A5MW-01,0.041073206,0.064168,0.000999989,LUSC,
TCGA-66-2755-01,0.019258201,0.0529931,0.000999989,LUSC,
TCGA-S7-A7WW-01,0.039152458,0.055105408,0.291001804,PCPG,
TCGA-68-7756-01,0.045015386,0.074440475,0.061001985,LUSC,
TCGA-68-8251-01,0.041811044,0.073290448,0.090999347,LUSC,
TCGA-FD-A3N5-01,0.03673498,0.07158987,0.020999518,BLCA,
TCGA-CZ-5460-01,0.03401397,0.060617448,0.000999989,KIRC,
TCGA-GU-A42Q-01,0.0343753,0.058560964,0.580995945,BLCA,
TCGA-34-5239-01,0.042685633,0.074788285,0.090999347,LUSC,
TCGA-CR-6491-01,0.054126554,0.104820865,0.000999989,HNSC,
TCGA-FE-A236-01,0.043802862,0.071583352,0.260996072,THCA,
TCGA-HZ-A8P1-01,0.039158401,0.074391576,0.010999639,PAAD,
TCGA-XM-A8RC-01,0.035367988,0.066892219,0.100998096,THYM,
TCGA-AB-2886-03,0.037104803,0.062274506,0.010999639,LAML,
TCGA-AD-5900-01,0.045117959,0.136160315,0.311002913,COAD,
TCGA-39-5039-01,0.034092825,0.062910094,0.000999989,LUSC,
TCGA-BQ-5889-01,0.040909587,0.071364589,0.061001985,KIRP,
TCGA-2H-A9GF-01,0.042244891,0.072192921,0.311002913,ESCA,
TCGA-BQ-5877-01,0.039309822,0.06416767,0.441015113,KIRP,
TCGA-60-2726-01,0.016437078,0.052362616,0.150997859,LUSC,
TCGA-HE-A5NI-01,0.034402987,0.053761289,0.000999989,KIRP,
TCGA-ZF-AA53-01,0.037449256,0.06017051,0.641001661,BLCA,
TCGA-AB-2983-03,0.043390973,0.064788972,0.540999813,LAML,
TCGA-KL-8338-01,0.048666212,0.076643703,0.300992616,KICH,
TCGA-VM-A8CE-01,0.034523215,0.067695504,0.291001804,LGG,
TCGA-85-8582-01,0.071062841,0.079266828,0.190994103,LUSC,
TCGA-ZB-A96K-01,0.032577489,0.057962568,0.150997859,THYM,
TCGA-K4-A3WU-01,0.04012664,0.072655358,1.180992661,BLCA,
TCGA-AB-2938-03,0.034739556,0.058201977,0.010999639,LAML,
TCGA-CH-5790-01,0.03208003,0.059006572,0.000999989,PRAD,
TCGA-EB-A430-01,0.041941821,0.0638142,0.000999989,SKCM,
TCGA-GN-A267-06,0.042180988,0.07350587,0.000999989,SKCM,
TCGA-22-5483-01,0.039712383,0.064476156,0.030999742,LUSC,
TCGA-JY-A6FB-01,0.039041308,0.064205717,0.000999989,ESCA,
TCGA-GL-A9DE-01,0.03405652,0.061211044,0.000999989,KIRP,
TCGA-VD-AA8N-01,0.036866511,0.057284559,0.010999639,UVM,
TCGA-RT-A6YC-01,0.040899271,0.053635375,0.121001765,PCPG,
TCGA-B0-5702-01,0.040907885,0.078749128,0.071001829,KIRC,
TCGA-97-A4M2-01,0.06221094,0.092870237,0.100998096,LUAD,
TCGA-CC-A5UD-01,0.039738972,0.066937033,0.010999639,LIHC,
TCGA-CV-6941-01,0.041275633,0.071133779,0.000999989,HNSC,
TCGA-69-7978-01,0.089414233,0.134960133,0.090999347,LUAD,
TCGA-49-AAR4-01,0.065230711,0.115387769,0.231005643,LUAD,
TCGA-CF-A8HY-01,0.032276308,0.048532517,0.11099757,BLCA,
TCGA-OR-A5K3-01,0.029402298,0.053953863,0.240999156,ACC,
TCGA-BR-A4J4-01,0.041496868,0.337377997,0.000999989,STAD,
TCGA-XK-AAIR-01,0.032521057,0.064704122,0.010999639,PRAD,
TCGA-FF-8061-01,0.049899706,0.32720262,0.350989554,DLBC,
TCGA-DD-AADL-01,0.050328117,0.075820043,0.071001829,LIHC,
TCGA-44-A4SS-01,0.069626946,0.103989475,0.190994103,LUAD,
TCGA-DX-A2J4-01,0.038684684,0.064757541,0.000999989,SARC,
TCGA-CW-5581-01,0.044481814,0.069763321,0.000999989,KIRC,
TCGA-GL-A9DD-01,0.035236773,0.058642215,0.171003766,KIRP,
TCGA-XF-A9SV-01,0.034452751,0.060709419,0.171003766,BLCA,
TCGA-DA-A1I7-06,0.040007066,0.070273718,0.081001925,SKCM,
TCGA-AH-6897-01,0.040641096,0.06515381,0.000999989,READ,
TCGA-55-7576-01,0.084865381,0.133304745,0.000999989,LUAD,
TCGA-EL-A4K7-01,0.032538062,0.046838192,0.121001765,THCA,
TCGA-E7-A8O8-01,0.039722714,0.058258015,0.181004817,BLCA,
TCGA-DU-A5TT-01,0.042363119,0.068345915,0.11099757,LGG,
TCGA-E7-A97P-01,0.035760584,0.061110407,0.100998096,BLCA,
TCGA-B0-5694-01,0.04397818,0.066822467,0.050998549,KIRC,
TCGA-DJ-A4UQ-01,0.033610234,0.051861845,2.931014286,THCA,
TCGA-Y8-A8RY-01,0.035510755,0.054117011,0.000999989,KIRP,
TCGA-EJ-5511-01,0.032930159,0.060330761,0.090999347,PRAD,
TCGA-AF-2693-01,0.038187874,0.06236615,0.000999989,READ,
TCGA-77-8145-01,0.039498922,0.065848905,0.010999639,LUSC,
TCGA-28-5218-01,0.040203277,0.065952141,0.030999742,GBM,
TCGA-EE-A2M7-06,0.045257569,0.082863067,0.300992616,SKCM,
TCGA-77-7338-01,0.036171994,0.065713805,0.000999989,LUSC,
TCGA-W5-AA39-01,0.049786962,0.075870647,0.000999989,CHOL,
TCGA-DX-A3U9-01,0.033786854,0.05094881,0.311002913,SARC,
TCGA-DA-A1HY-06,0.04208183,0.067473368,0.061001985,SKCM,
TCGA-F4-6703-01,0.048333695,0.08652688,0.000999989,COAD,
TCGA-A6-2675-01,0.038248791,0.068264318,0.000999989,COAD,
TCGA-26-5132-01,0.040071383,0.073359911,0.020999518,GBM,
TCGA-RP-A694-06,0.03870496,0.063219231,0.010999639,SKCM,
TCGA-IZ-8196-01,0.032724454,0.052086529,0.280991813,KIRP,
TCGA-L5-A8NJ-01,0.040235292,0.063783562,0.280991813,ESCA,
TCGA-DC-6682-01,0.040399056,0.07311409,0.081001925,READ,
TCGA-UD-AAC7-01,0.039421883,0.062100195,0.000999989,MESO,
TCGA-TS-A7OZ-01,0.037911988,0.066435603,0.000999989,MESO,
TCGA-DX-A1KY-01,0.045909741,0.054141473,0.000999989,SARC,
TCGA-BP-4762-01,0.020206444,0.070438727,0.231005643,KIRC,
TCGA-BJ-A0Z2-01,0.044070898,0.067310052,0.371002291,THCA,
TCGA-VD-AA8S-01,0.034242225,0.053717833,0.000999989,UVM,
TCGA-QR-A7IP-01,0.038753969,0.059150609,0.491001726,PCPG,
TCGA-19-5960-01,0.034514409,0.067464241,0.260996072,GBM,
TCGA-50-5933-01,0.090375889,0.133351332,0.010999639,LUAD,
TCGA-E1-A7YM-01,0.035934446,0.060024517,0.891001645,LGG,
TCGA-V1-A8MU-01,0.037172756,0.060789409,0.100998096,PRAD,
TCGA-SI-A71O-09,0.035526664,0.062153529,0.045999668,SARC,
TCGA-EE-A29W-06,0.043283312,0.068266174,0.260996072,SKCM,
TCGA-EJ-7317-01,0.037558464,0.066876215,0.000999989,PRAD,
TCGA-EJ-7784-01,0.04266478,0.069779482,0.050998549,PRAD,
TCGA-GU-A42R-01,0.034265061,0.057169306,0.000999989,BLCA,
TCGA-WC-A885-01,0.031202084,0.050789375,0.000999989,UVM,
TCGA-A3-3372-01,0.017690363,0.054367094,0.041000917,KIRC,
TCGA-HC-7817-01,0.039865542,0.063010016,0.11099757,PRAD,
TCGA-RD-A8MV-01,0.043130336,0.070300953,0.041000917,STAD,
TCGA-70-6723-01,0.039439217,0.068933417,0.010999639,LUSC,
TCGA-KK-A8II-01,0.040568141,0.065923142,0.010999639,PRAD,
TCGA-49-6745-01,0.070247578,0.128087498,0.000999989,LUAD,
TCGA-AB-2885-03,0.035371061,0.059140969,0.010999639,LAML,
TCGA-BQ-7048-01,0.035682451,0.064529389,0.010999639,KIRP,
TCGA-D7-A4YT-01,0.041164721,0.065355115,0.000999989,STAD,
TCGA-VQ-A8E2-01,0.034273803,0.058047323,0.680987395,STAD,
TCGA-CG-4437-01,0.047924679,0.101527802,0.000999989,STAD,
TCGA-CD-A4MG-01,0.042237533,0.117975017,0.050998549,STAD,
TCGA-SP-A6QD-01,0.041627554,0.072854468,0.071001829,PCPG,
TCGA-ZF-A9RF-01,0.037232363,0.062999686,0.010999639,BLCA,
TCGA-ET-A3BS-01,0.042745946,0.070473972,0.020999518,THCA,
TCGA-GL-A59T-01,0.038926503,0.060173757,1.191021949,KIRP,
TCGA-XP-A8T8-01,0.038707011,0.066040083,0.041000917,ESCA,
TCGA-UF-A7JK-01,0.043741973,0.065710296,0.010999639,HNSC,
TCGA-MP-A4TI-01,0.067284598,0.112458432,0.361007321,LUAD,
TCGA-KK-A8ID-01,0.038201243,0.065177338,0.000999989,PRAD,
TCGA-2Z-A9JG-01,0.036296012,0.058695467,0.000999989,KIRP,
TCGA-EJ-5514-01,0.031562673,0.063658124,0.000999989,PRAD,
TCGA-WK-A8XX-01,0.040841994,0.072599419,0.251007086,SARC,
TCGA-IB-AAUU-01,0.041695203,0.070746531,0.190994103,PAAD,
TCGA-BR-4357-01,0.022982667,0.070034086,0.010999639,STAD,
TCGA-XF-A9T2-01,0.048675145,0.063662684,0.350989554,BLCA,
TCGA-AB-3005-03,0.031059126,0.046248844,0.190994103,LAML,
TCGA-CV-A461-01,0.051453245,0.08812924,0.491001726,HNSC,
TCGA-CQ-A4CB-01,0.033058848,0.065364319,0.000999989,HNSC,
TCGA-33-A4WN-01,0.052555355,0.081783378,0.090999347,LUSC,
TCGA-4Z-AA7S-01,0.036069911,0.062304923,0.000999989,BLCA,
TCGA-CC-A7IG-01,0.042573105,0.074964218,0.010999639,LIHC,
TCGA-DX-A3UD-01,0.037948941,0.054612885,0.010999639,SARC,
TCGA-E1-A7YS-01,0.037645091,0.071133368,0.11099757,LGG,
TCGA-50-5049-01,0.072918317,0.109110153,0.000999989,LUAD,
TCGA-VQ-A91A-01,0.040793245,0.07143428,0.000999989,STAD,
TCGA-SX-A7SN-01,0.0429668,0.060065657,1.100988958,KIRP,
TCGA-HB-A3YV-01,0.029593058,0.060386922,0.160996363,SARC,
TCGA-05-5429-01,0.066436715,0.098625867,0.000999989,LUAD,
TCGA-37-4133-01,0.017427954,0.06389418,0.000999989,LUSC,
TCGA-CF-A3MH-01,0.038547218,0.056975339,0.121001765,BLCA,
TCGA-DA-A95Z-06,0.046260982,0.106649281,0.000999989,SKCM,
TCGA-66-2773-01,0.020150852,0.065166828,0.000999989,LUSC,
TCGA-F7-8489-01,0.042622523,0.072714117,0.010999639,HNSC,
TCGA-EF-5831-01,0.044171919,0.076009846,0.000999989,READ,
TCGA-CF-A1HR-01,0.04894331,0.083632496,0.100998096,BLCA,
TCGA-A6-6782-01,0.046122067,0.0795312,0.000999989,COAD,
TCGA-CH-5765-01,0.037819467,0.073713559,0.000999989,PRAD,
TCGA-97-8176-01,0.066447635,0.095881635,0.130996484,LUAD,
TCGA-DA-A3F8-06,0.041354265,0.071407053,0.000999989,SKCM,
TCGA-FS-A1Z7-06,0.038971898,0.070913996,0.000999989,SKCM,
TCGA-DD-AAVW-01,0.040546213,0.065853987,0.000999989,LIHC,
TCGA-G7-A8LE-01,0.032374539,0.051207902,0.27100662,KIRP,
TCGA-R6-A8WC-01,0.040598497,0.069967794,0.061001985,ESCA,
TCGA-DU-A7TB-01,0.036278593,0.058524269,0.081001925,LGG,
TCGA-34-A5IX-01,0.037674002,0.062162811,0.000999989,LUSC,
TCGA-FK-A4UB-01,0.033490133,0.049036738,0.121001765,THCA,
TCGA-B0-4841-01,0.032089622,0.056240718,2.20106233,KIRC,
TCGA-DK-AA6W-01,0.035971472,0.060293674,1.611048582,BLCA,
TCGA-YL-A8S8-01,0.03733238,0.067667915,0.000999989,PRAD,
TCGA-75-7027-01,0.067440175,0.099177703,0.291001804,LUAD,
TCGA-22-1005-01,0.023530395,0.072739863,0.081001925,LUSC,
TCGA-ZG-A9LS-01,0.02731251,0.050907422,0.020999518,PRAD,
TCGA-CV-7421-01,0.03654641,0.065793009,0.000999989,HNSC,
TCGA-AB-2836-03,0.0366203,0.057229056,0.000999989,LAML,
TCGA-BR-A4J7-01,0.037609314,0.093299713,0.251007086,STAD,
TCGA-VN-A88Q-01,0.037924925,0.058894717,0.041000917,PRAD,
TCGA-NH-A6GA-01,0.040403898,0.074641124,0.081001925,COAD,
TCGA-D3-A2J9-06,0.041267134,0.077394463,0.000999989,SKCM,
TCGA-XF-A9SP-01,0.035088937,0.068947591,0.090999347,BLCA,
TCGA-77-6842-01,0.039095359,0.064907264,0.000999989,LUSC,
TCGA-BL-A3JM-01,0.036253165,0.062617866,0.000999989,BLCA,
TCGA-2Y-A9H0-01,0.036595827,0.059434326,0.000999989,LIHC,
TCGA-86-7711-01,0.075798854,0.110066227,0.030999742,LUAD,
TCGA-2Z-A9JT-01,0.035512685,0.063266643,0.000999989,KIRP,
TCGA-ZG-A9L9-01,0.032102402,0.055473905,0.000999989,PRAD,
TCGA-CM-4744-01,0.043878349,0.078428781,0.000999989,COAD,
TCGA-2K-A9WE-01,0.036919173,0.058668128,0.000999989,KIRP,
TCGA-18-3414-01,0.020068046,0.059041457,0.000999989,LUSC,
TCGA-AK-3447-01,0.021836456,0.057370542,0.020999518,KIRC,
TCGA-B0-4815-01,0.040859509,0.083259674,0.050998549,KIRC,
TCGA-DE-A4MD-09,0.034790367,0.058976266,0.015999866,THCA,
TCGA-2L-AAQL-01,0.038478457,0.067114848,0.000999989,PAAD,
TCGA-2Y-A9H9-01,0.036724463,0.065324253,0.000999989,LIHC,
TCGA-DC-4749-01,0.033016993,0.055393102,0.121001765,READ,
TCGA-55-7994-01,0.091140769,0.160194298,0.130996484,LUAD,
TCGA-ED-A66X-01,0.035455139,0.058001999,0.010999639,LIHC,
TCGA-A3-3383-01,0.0178519,0.053454406,0.000999989,KIRC,
TCGA-YD-A9TA-06,0.034986195,0.057614065,0.350989554,SKCM,
TCGA-W3-AA21-06,0.042671862,0.06692694,0.081001925,SKCM,
TCGA-BP-4332-01,0.028071066,0.072113616,0.401007187,KIRC,
TCGA-IN-AB1V-01,0.03697628,0.063444023,0.100998096,STAD,
TCGA-OE-A75W-01,0.037757142,0.071022968,0.000999989,PAAD,
TCGA-DJ-A3VK-01,0.03498644,0.057149265,0.181004817,THCA,
TCGA-CE-A485-01,0.036462876,0.060757141,0.130996484,THCA,
TCGA-R6-A6XG-01,0.042945718,0.063658,0.000999989,ESCA,
TCGA-FB-AAQ6-01,0.043103877,0.079087578,0.000999989,PAAD,
TCGA-KB-A93J-01,0.034810512,0.060941447,0.171003766,STAD,
TCGA-XJ-A83H-01,0.043324376,0.072910195,0.000999989,PRAD,
TCGA-37-A5EN-01,0.037856458,0.064939758,0.150997859,LUSC,
TCGA-AB-2996-03,0.035546775,0.05242844,0.000999989,LAML,
TCGA-DB-A64P-01,0.040447693,0.080626188,0.160996363,LGG,
TCGA-D7-6822-01,0.049561576,0.078910689,0.27100662,STAD,
TCGA-F5-6702-01,0.054839365,0.085974133,0.010999639,READ,
TCGA-4Z-AA7N-01,0.034038298,0.067669887,0.000999989,BLCA,
TCGA-IB-7647-01,0.044022378,0.09307531,0.121001765,PAAD,
TCGA-KK-A8I6-01,0.042472061,0.070235244,0.121001765,PRAD,
TCGA-UZ-A9PQ-01,0.034128441,0.060904225,0.000999989,KIRP,
TCGA-64-5778-01,0.063093564,0.093042579,0.000999989,LUAD,
TCGA-EJ-7793-01,0.042049173,0.069141735,0.000999989,PRAD,
TCGA-ER-A2NB-01,0.042497676,0.087831325,0.000999989,SKCM,
TCGA-AB-2806-03,0.038199173,0.056446713,0.000999989,LAML,
TCGA-CZ-4854-01,0.022094769,0.075267628,0.171003766,KIRC,
TCGA-RU-A8FL-01,0.040423498,0.081350678,0.000999989,COAD,
TCGA-BP-5170-01,0.0387897,0.060772451,0.010999639,KIRC,
TCGA-FA-A6HN-01,0.039812181,0.074351271,0.171003766,DLBC,
TCGA-EE-A2MR-06,0.045675896,0.089542979,0.081001925,SKCM,
TCGA-BJ-A0Z5-01,0.043939031,0.065849191,0.010999639,THCA,
TCGA-CZ-5468-01,0.034620686,0.060323993,0.071001829,KIRC,
TCGA-FS-A1ZC-06,0.04155141,0.065279916,0.740976657,SKCM,
TCGA-CS-4941-01,0.042619583,0.077251313,0.141003219,LGG,
TCGA-DX-A48U-01,0.035914803,0.052065213,0.141003219,SARC,
TCGA-DK-A6AW-01,0.029942026,0.045423423,0.130996484,BLCA,
TCGA-DD-AADG-01,0.044236376,0.070811878,0.081001925,LIHC,
TCGA-HT-7854-01,0.047042178,0.068186368,0.401007187,LGG,
TCGA-EJ-5503-01,0.031013905,0.059791381,0.081001925,PRAD,
TCGA-DU-7304-02,0.050765619,0.082331573,0.061001985,LGG,
TCGA-BP-4965-01,0.022356289,0.064940862,0.000999989,KIRC,
TCGA-CH-5744-01,0.037314573,0.062376676,0.000999989,PRAD,
TCGA-MI-A75H-01,0.041294371,0.078281956,0.220997201,LIHC,
TCGA-CN-A49A-01,0.038120977,0.055572917,0.100998096,HNSC,
TCGA-2J-AABV-01,0.037895336,0.062882173,0.061001985,PAAD,
TCGA-CV-A465-01,0.043849469,0.06985493,1.811016888,HNSC,
TCGA-3H-AB3U-01,0.042432153,0.064652933,0.000999989,MESO,
TCGA-26-1442-01,0.030404466,0.060958926,0.280991813,GBM,
TCGA-CM-4743-01,0.041478499,0.084596351,0.090999347,COAD,
TCGA-A3-3357-01,0.036805912,0.071257876,0.090999347,KIRC,
TCGA-QQ-A8VG-01,0.039061842,0.062350411,0.201004541,SARC,
TCGA-IQ-A61G-01,0.030046893,0.047811534,0.130996484,HNSC,
TCGA-DK-A3IT-01,0.038350495,0.069549414,0.000999989,BLCA,
TCGA-UY-A8OB-01,0.046351143,0.074898089,0.220997201,BLCA,
TCGA-BQ-5894-01,0.046993647,0.09932578,0.050998549,KIRP,
TCGA-22-5473-01,0.038270749,0.062364917,0.010999639,LUSC,
TCGA-B0-4688-01,0.039450846,0.066021518,0.540999813,KIRC,
TCGA-2H-A9GQ-01,0.037745119,0.05778236,0.721014411,ESCA,
TCGA-J4-A6G1-01,0.036937517,0.060388053,0.000999989,PRAD,
TCGA-HW-8322-01,0.04037275,0.072504461,0.27100662,LGG,
TCGA-56-6546-01,0.039964051,0.06936838,0.11099757,LUSC,
TCGA-V4-A9ED-01,0.030745677,0.049079516,0.000999989,UVM,
TCGA-BR-8686-01,0.046239231,0.328561147,0.451000207,STAD,
TCGA-HZ-A9TJ-09,0.045823527,0.072931771,0.086001878,PAAD,
TCGA-CQ-5325-01,0.048496594,0.102806414,0.000999989,HNSC,
TCGA-CZ-5462-01,0.039092657,0.063989483,0.000999989,KIRC,
TCGA-T2-A6X2-01,0.04701859,0.07988961,0.000999989,HNSC,
TCGA-3B-A9HJ-01,0.040688613,0.08082109,0.081001925,SARC,
TCGA-BP-4769-01,0.022234789,0.065770557,0.410997066,KIRC,
TCGA-63-A5MJ-01,0.03791036,0.074682416,0.071001829,LUSC,
TCGA-EJ-7328-01,0.038830067,0.072086632,0.000999989,PRAD,
TCGA-FG-7641-01,0.042313321,0.086791703,0.160996363,LGG,
TCGA-2H-A9GI-01,0.03636401,0.073895592,0.030999742,ESCA,
TCGA-BP-5190-01,0.032731267,0.058058247,0.010999639,KIRC,
TCGA-WC-A881-01,0.032227401,0.049057446,0.171003766,UVM,
TCGA-CR-7385-01,0.039612954,0.074251729,0.010999639,HNSC,
TCGA-HW-8321-01,0.037561814,0.06714167,0.320989943,LGG,
TCGA-J9-A52B-01,0.038287946,0.059234063,0.071001829,PRAD,
TCGA-CC-A3MC-01,0.037271888,0.060636343,0.000999989,LIHC,
TCGA-06-5415-01,0.038543733,0.06762455,0.150997859,GBM,
TCGA-85-A50Z-01,0.045984801,0.071680267,0.000999989,LUSC,
TCGA-G9-7522-01,0.035789851,0.06327248,0.000999989,PRAD,
TCGA-CJ-4635-01,0.022303879,0.073850839,0.491001726,KIRC,
TCGA-A3-3323-01,0.021531523,0.055862676,0.020999518,KIRC,
TCGA-GV-A3QI-01,0.032478051,0.052575776,0.000999989,BLCA,
TCGA-J7-A8I2-01,0.034784024,0.048017351,0.401007187,KIRP,
TCGA-DW-7840-01,0.03533796,0.055879421,0.000999989,KIRP,
TCGA-VQ-AA6F-01,0.043270669,0.076051371,0.000999989,STAD,
TCGA-WB-A817-01,0.037252385,0.057454368,0.000999989,PCPG,
