sample,chrX_non_escaping_promoter_CpG_islands_mean_beta,autosome_mean_beta,XIST_TPM,Classification,Secondary_Class
TCGA-TT-A6YN-01,0.178179197,0.053251067,5.480851324,PCPG,
TCGA-C5-A1MK-01,0.481216292,0.089007924,102.55116,CESC,
TCGA-OL-A66O-01,0.381830483,0.091570058,346.7374847,BRCA,
TCGA-77-8153-01,0.379236143,0.068036836,145.0392943,LUSC,
TCGA-C5-A7XC-01,0.456666072,0.066659507,103.4292192,CESC,
TCGA-A8-A096-01,0.411439245,0.072593093,37.10135572,BRCA,
TCGA-B6-A0I2-01,0.328845147,0.065050935,24.81086279,BRCA,
TCGA-W5-AA2T-01,0.116530805,0.057448073,18.32066543,CHOL,
TCGA-57-1582-01,0.334038804,0.041949705,26.03174286,OV,
TCGA-AN-A0AJ-01,0.307001476,0.079563326,18.34099497,BRCA,
TCGA-OR-A5K9-01,0.508919889,0.067567752,82.39015206,ACC,
TCGA-EW-A1P4-01,0.319527912,0.058725739,6.02098699,BRCA,
TCGA-A7-A13D-01,0.245093295,0.058612322,15.16470251,BRCA,
TCGA-CR-7392-01,0.376351443,0.083589585,14.90061529,HNSC,
TCGA-43-6647-01,0.410613114,0.0741786,27.57138815,LUSC,
TCGA-61-2008-09,0.224329265,0.045170168,6.180881516,OV,
TCGA-XU-A933-01,0.388756629,0.057239054,184.1579668,THYM,
TCGA-A2-A1G6-01,0.392696345,0.062902965,128.783147,BRCA,
TCGA-L5-A88Z-01,0.264915382,0.067386411,6.450897975,ESCA,
TCGA-B0-5092-01,0.447235414,0.083659839,291.2875036,KIRC,
TCGA-N5-A4RD-01,0.194582972,0.058259396,231.2965601,UCS,
TCGA-FE-A22Z-01,0.455958127,0.067487961,92.35383722,THCA,
TCGA-IR-A3L7-01,0.394085035,0.077887557,155.4169452,CESC,
TCGA-AO-A0JL-01,0.327081028,0.062661886,116.6303944,BRCA,
TCGA-BR-A4J6-01,0.348051994,0.078271671,19.1809198,STAD,
TCGA-AB-2972-03,0.484781102,0.057092993,233.3901719,LAML,
TCGA-B0-5099-01,0.446305113,0.07687531,159.2555676,KIRC,
TCGA-4T-AA8H-01,0.371594089,0.0660106,77.8108805,COAD,
TCGA-FG-A713-01,0.378130406,0.100118431,77.27875786,LGG,
TCGA-AB-2929-03,0.434050469,0.063666335,27.0002339,LAML,
TCGA-RD-A8N0-01,0.457250267,0.087984549,119.8179296,STAD,
TCGA-E9-A1N8-01,0.462222794,0.054534575,117.8493507,BRCA,
TCGA-A8-A07B-01,0.432378526,0.066778619,41.53051912,BRCA,
TCGA-ET-A3DO-01,0.443206549,0.074485868,89.94056239,THCA,
TCGA-EB-A3XE-01,0.446696183,0.078304158,27.1409629,SKCM,
TCGA-DJ-A3VI-01,0.405784144,0.060012471,171.8969337,THCA,
TCGA-B6-A0WX-01,0.423092788,0.071027349,143.539103,BRCA,
TCGA-AD-6548-01,0.417578478,0.10589624,110.2396957,COAD,
TCGA-VR-AA7B-01,0.262708665,0.061452311,78.12974498,ESCA,
TCGA-AN-A04A-01,0.407159005,0.067044964,19.82157916,BRCA,
TCGA-EM-A3FN-01,0.339162536,0.059677207,87.29941009,THCA,
TCGA-C8-A12Q-01,0.20962215,0.07605256,16.54129178,BRCA,
TCGA-AN-A0XP-01,0.433421214,0.081012101,71.55099875,BRCA,
TCGA-AN-A0AL-01,0.293234485,0.050025944,37.50211354,BRCA,
TCGA-AY-5543-01,0.393419383,0.076478451,6.461190448,COAD,
TCGA-A8-A08G-01,0.218181942,0.056491122,17.05118382,BRCA,
TCGA-QH-A6X8-01,0.430629778,0.100836758,122.0475902,LGG,
TCGA-G6-A8L8-01,0.395687275,0.068412362,561.2890094,KIRC,
TCGA-EL-A3GQ-01,0.362650632,0.052424439,213.7528729,THCA,
TCGA-ZJ-AAXU-01,0.446095165,0.079805484,103.7091949,CESC,
TCGA-02-0055-01,0.467423499,0.071173205,81.5831892,GBM,
TCGA-B5-A3FD-01,0.495314661,0.066277642,441.0199167,UCEC,
TCGA-CJ-4638-01,0.442162638,0.085631255,323.5623648,KIRC,
TCGA-ET-A39I-01,0.384759683,0.067549337,69.41136523,THCA,
TCGA-CM-6172-01,0.317100885,0.082968074,25.97046607,COAD,
TCGA-AN-A0XO-01,0.421791838,0.073572545,60.95193007,BRCA,
TCGA-20-1686-01,0.302162133,0.047064951,29.65081798,OV,
TCGA-A8-A0AD-01,0.358630499,0.066309414,150.4979474,BRCA,
TCGA-ZB-A96O-01,0.366137492,0.067497273,329.2409558,THYM,
TCGA-A2-A04Y-01,0.467630888,0.06767603,181.7863419,BRCA,
TCGA-63-A5MN-01,0.437337723,0.078086699,106.3001631,LUSC,
TCGA-AR-A1AM-01,0.349748493,0.062377988,160.3632777,BRCA,
TCGA-33-AAS8-01,0.327430118,0.067988137,331.9218976,LUSC,
TCGA-C8-A134-01,0.367630603,0.176342471,101.2375017,BRCA,
TCGA-44-8117-01,0.388973857,0.117434124,75.69887738,LUAD,
TCGA-29-1693-01,0.257811919,0.0593866,27.91173693,OV,
TCGA-12-5299-01,0.548527972,0.070755339,24.82118348,GBM,
TCGA-EM-A1YD-01,0.304241934,0.06991102,92.82232955,THCA,
TCGA-DD-AAD0-01,0.218976347,0.079576369,62.14213916,LIHC,
TCGA-A8-A09V-01,0.431983933,0.065742891,330.9570057,BRCA,
TCGA-A2-A0CQ-01,0.429056927,0.066943453,188.9551461,BRCA,
TCGA-OL-A66N-01,0.451894297,0.076191985,145.3109891,BRCA,
TCGA-BC-A110-01,0.426942996,0.080453668,46.12253807,LIHC,
TCGA-61-1919-01,0.293970669,0.035806496,22.14025602,OV,
TCGA-E8-A438-01,0.392846604,0.060882557,370.6721721,THCA,
TCGA-AP-A5FX-01,0.373259688,0.062629073,343.1510598,UCEC,
TCGA-56-7731-01,0.405942618,0.073558371,27.1409629,LUSC,
TCGA-GD-A3OP-01,0.410860948,0.076104801,72.08863865,BLCA,
TCGA-50-5045-01,0.366093191,0.10572753,18.50059801,LUAD,
TCGA-D1-A3DH-01,0.157032542,0.076947058,3.920941182,UCEC,
TCGA-C5-A1MP-01,0.490191205,0.089342216,167.1037153,CESC,
TCGA-R5-A7ZE-01,0.338950236,0.062592037,18.47112714,STAD,
TCGA-ZB-A96L-01,0.364521985,0.061548189,390.6411175,THYM,
TCGA-A8-A0A4-01,0.398007698,0.065510875,89.64181782,BRCA,
TCGA-Q1-A73Q-01,0.488579381,0.072009769,231.7137746,CESC,
TCGA-BH-A18T-01,0.126176086,0.063609921,6.421008907,BRCA,
TCGA-ZJ-AAXF-01,0.31852067,0.07653081,45.04203173,CESC,
TCGA-BR-6803-01,0.413187194,0.090422765,10.69081549,STAD,
TCGA-S9-A6WH-01,0.396077568,0.129616119,336.5786837,LGG,
TCGA-49-6761-01,0.389952288,0.121320792,12.45108879,LUAD,
TCGA-5S-A9Q8-01,0.46722024,0.056183858,404.8377462,UCEC,
TCGA-ZF-AA56-01,0.359631251,0.073091785,109.2886674,BLCA,
TCGA-E9-A1NF-01,0.344199326,0.078468039,25.90035559,BRCA,
TCGA-JX-A3Q8-01,0.135561435,0.095690314,12.82067219,CESC,
TCGA-MB-A5Y8-01,0.273907261,0.066176592,19.59074016,SARC,
TCGA-B6-A0RH-01,0.381347465,0.075991059,42.32094684,BRCA,
TCGA-43-8118-01,0.408069464,0.069552039,70.92881796,LUSC,
TCGA-GL-A9DC-01,0.415258766,0.053064834,164.8374225,KIRP,
TCGA-AC-A62Y-01,0.389132216,0.062955035,154.4397164,BRCA,
TCGA-D8-A143-01,0.235226511,0.075408133,22.68080593,BRCA,
TCGA-AO-A0JC-01,0.482993,0.077917213,302.7325515,BRCA,
TCGA-EM-A3FR-01,0.44318619,0.073130233,137.1965126,THCA,
TCGA-C5-A1BJ-01,0.464595935,0.088528619,128.3198011,CESC,
TCGA-AN-A0AM-01,0.396827915,0.072553269,59.14154387,BRCA,
TCGA-OR-A5J2-01,0.42337606,0.049744512,51.93013245,ACC,
TCGA-QK-A6VC-01,0.38789568,0.068485152,113.5276576,HNSC,
TCGA-61-2109-01,0.226407276,0.042177106,66.4593372,OV,
TCGA-BH-A0B0-01,0.371970921,0.076905809,54.56106878,BRCA,
TCGA-56-A5DS-01,0.435936844,0.071354028,127.1334626,LUSC,
TCGA-A2-A1FV-01,0.434885704,0.084556939,247.5197784,BRCA,
TCGA-C5-A2LV-01,0.432981547,0.09935574,44.1395495,CESC,
TCGA-24-2261-01,0.250331307,0.044851921,41.04970645,OV,
TCGA-EA-A5ZE-01,0.389885924,0.078079867,103.3217375,CESC,
TCGA-95-7043-01,0.485007785,0.12233303,307.6401519,LUAD,
TCGA-DK-A2HX-01,0.358048224,0.06328928,33.72157464,BLCA,
TCGA-55-6979-01,0.480247231,0.124306713,86.3425622,LUAD,
TCGA-C5-A1MI-01,0.577088274,0.094531051,224.5355391,CESC,
TCGA-KU-A6H7-09,0.435938269,0.077140254,146.3022797,HNSC,
TCGA-E9-A1RD-01,0.543166111,0.175968167,335.7631284,BRCA,
TCGA-N6-A4VF-01,0.371517163,0.066066745,40.54072545,UCS,
TCGA-CZ-4866-01,0.206882788,0.056753599,13.98104217,KIRC,
TCGA-HM-A3JJ-01,0.479066979,0.079138928,375.4039448,CESC,
TCGA-DX-A6B9-01,0.344649194,0.061177075,28.54171262,SARC,
TCGA-AX-A3G6-01,0.158873701,0.064829137,9.13117172,UCEC,
TCGA-A8-A06O-01,0.46832621,0.064350083,163.109839,BRCA,
TCGA-SR-A6MP-01,0.312433964,0.058698676,123.3915679,PCPG,
TCGA-AB-2873-03,0.435090439,0.054373329,225.5963632,LAML,
TCGA-EL-A3T2-01,0.396691395,0.058634863,220.5863945,THCA,
TCGA-24-1551-01,0.449895495,0.045140646,38.56980642,OV,
TCGA-L6-A4ET-01,0.329460622,0.055936204,414.2046673,THCA,
TCGA-A8-A07P-01,0.320557584,0.084917732,17.30119759,BRCA,
TCGA-A8-A07C-01,0.337016114,0.066878215,14.02083145,BRCA,
TCGA-A3-3362-01,0.424833008,0.077525696,147.8099931,KIRC,
TCGA-X7-A8M3-01,0.360649628,0.05822539,185.3874793,THYM,
TCGA-HR-A5NC-01,0.278947916,0.063698383,7.831018738,SKCM,
TCGA-AO-A1KS-01,0.437149783,0.076759025,412.3998506,BRCA,
TCGA-RD-A8N4-01,0.375147997,0.065657281,76.44233806,STAD,
TCGA-E2-A14Q-01,0.326318953,0.072682712,66.63000053,BRCA,
TCGA-BJ-A0ZE-01,0.426544555,0.077311075,24.58148213,THCA,
TCGA-AB-2952-03,0.464317743,0.062901063,162.9064595,LAML,
TCGA-DD-AAE6-01,0.184719037,0.053954429,91.15816636,LIHC,
TCGA-A2-A0SV-01,0.391398507,0.064883278,107.3441679,BRCA,
TCGA-A2-A0YI-01,0.490543018,0.080401683,120.4841869,BRCA,
TCGA-AJ-A3IA-01,0.414592576,0.067616032,24.05058365,UCEC,
TCGA-09-2054-01,0.408273191,0.055981631,92.57816102,OV,
TCGA-UC-A7PI-01,0.418030703,0.073536892,288.9147401,CESC,
TCGA-C8-A26W-01,0.43372768,0.08379823,175.6305493,BRCA,
TCGA-AC-A2FE-01,0.44565976,0.102015129,90.32165398,BRCA,
TCGA-B8-4154-01,0.445154046,0.076652942,43.79213858,KIRC,
TCGA-BH-A0BD-01,0.465668109,0.070116198,37.02171953,BRCA,
TCGA-A2-A0T0-01,0.334515446,0.060493045,10.04078389,BRCA,
TCGA-CK-6751-01,0.499021461,0.102273558,15.09082737,COAD,
TCGA-WY-A85E-01,0.26767404,0.075774491,250.4536801,LGG,
TCGA-EO-A3L0-01,0.449266205,0.071122867,192.1114903,UCEC,
TCGA-55-8506-01,0.454144917,0.133480341,85.60362585,LUAD,
TCGA-SP-A6QG-01,0.283700092,0.061624043,177.9465312,PCPG,
TCGA-SP-A6QH-01,0.342558501,0.062408359,191.6991327,PCPG,
TCGA-55-8299-01,0.411272218,0.122339984,117.6942477,LUAD,
TCGA-RB-A7B8-01,0.354763272,0.076660846,172.5535088,PAAD,
TCGA-A7-A4SB-01,0.261266069,0.083700321,25.02156288,BRCA,
TCGA-DD-AAD8-01,0.107537344,0.061759217,9.31076688,LIHC,
TCGA-AR-A0TX-01,0.413511931,0.072407758,68.55072409,BRCA,
TCGA-AR-A0TS-01,0.282155727,0.085426766,64.03106053,BRCA,
TCGA-A8-A099-01,0.186125953,0.070680435,4.881078655,BRCA,
TCGA-BR-8592-01,0.456320401,0.111263998,66.02314694,STAD,
TCGA-MB-A8JL-01,0.220955936,0.068628249,12.49085216,SARC,
TCGA-E9-A3X8-01,0.455266653,0.084475765,252.9134585,BRCA,
TCGA-E2-A1LG-01,0.397371614,0.053752973,150.7694167,BRCA,
TCGA-04-1331-01,0.382485182,0.059067961,227.8435943,OV,
TCGA-55-7725-01,0.447608682,0.131949663,154.8363077,LUAD,
TCGA-28-5209-01,0.517029425,0.069081595,87.96148162,GBM,
TCGA-D3-A2JN-06,0.375030867,0.080670002,74.48097223,SKCM,
TCGA-13-0766-01,0.496917595,0.073713534,11.89101532,OV,
TCGA-X6-A7WD-01,0.207254498,0.070593329,10.46064569,SARC,
TCGA-13-1497-01,0.292996578,0.092407263,23.24099613,OV,
TCGA-A1-A0SB-01,0.435216129,0.048415772,92.48836619,BRCA,
TCGA-C5-A7CO-01,0.405011626,0.085880258,208.2683784,CESC,
TCGA-C5-A0TN-01,0.463764673,0.082027516,88.8684857,CESC,
TCGA-EM-A3O8-01,0.448206426,0.062052877,192.4580225,THCA,
TCGA-D9-A4Z3-01,0.211701557,0.056853985,3.081002814,SKCM,
TCGA-XX-A89A-01,0.447660791,0.069572982,178.2551564,BRCA,
TCGA-FY-A3NM-01,0.299175854,0.060737122,101.8639672,THCA,
TCGA-AB-2839-03,0.487816292,0.072568024,276.8383498,LAML,
TCGA-AO-A0J2-01,0.29537514,0.060389152,77.59006341,BRCA,
TCGA-C5-A1M9-01,0.403244016,0.085868628,72.56993134,CESC,
TCGA-RL-AAAS-01,0.326597601,0.06992023,54.67085375,PAAD,
TCGA-DJ-A3VF-01,0.421219495,0.063976735,131.9913888,THCA,
TCGA-DG-A2KK-01,0.484544795,0.084564513,166.0184764,CESC,
TCGA-FE-A232-01,0.313801593,0.075352103,55.41098086,THCA,
TCGA-AM-5820-01,0.431581181,0.083550357,41.56219663,COAD,
TCGA-29-1778-01,0.239591727,0.045671835,6.051110793,OV,
TCGA-25-1628-01,0.259317143,0.04872911,13.46087232,OV,
TCGA-B6-A0RU-01,0.392721856,0.066493869,36.82975768,BRCA,
TCGA-YZ-A985-01,0.403729791,0.050483946,5.09082686,UVM,
TCGA-C8-A12V-01,0.330046393,0.082870106,109.652888,BRCA,
TCGA-WB-A81H-01,0.304388755,0.061623663,184.4645783,PCPG,
TCGA-ED-A8O5-01,0.37639253,0.083726302,85.47318633,LIHC,
TCGA-AN-A0XN-01,0.268873912,0.086801498,27.49123854,BRCA,
TCGA-DC-6155-01,0.559170247,0.076934772,151.0623159,READ,
TCGA-C8-A12P-01,0.253246658,0.080295906,12.45108879,BRCA,
TCGA-QR-A6GY-01,0.257638331,0.049160847,114.0719287,PCPG,
TCGA-IW-A3M5-01,0.272006465,0.056876587,41.3810974,SARC,
TCGA-50-5044-01,0.426359827,0.132404939,40.36127935,LUAD,
TCGA-69-7979-01,0.331534752,0.104377087,75.10307119,LUAD,
TCGA-29-1768-01,0.330401658,0.046774881,5.441106248,OV,
TCGA-AB-2830-03,0.430249169,0.059761101,248.4652014,LAML,
TCGA-A2-A25A-01,0.421051742,0.093090447,127.751817,BRCA,
TCGA-ER-A199-06,0.400258836,0.085761694,46.57229267,SKCM,
TCGA-AB-2977-03,0.473907838,0.093681547,325.6548719,LAML,
TCGA-A2-A4S1-01,0.41272828,0.083473095,301.413453,BRCA,
TCGA-EM-A3O7-01,0.331368644,0.062679248,220.296078,THCA,
TCGA-55-A48Z-01,0.394947826,0.102553696,157.7285487,LUAD,
TCGA-AJ-A3BF-01,0.430531779,0.061103614,149.5412824,UCEC,
TCGA-EL-A4KH-01,0.346955157,0.052739398,414.7505258,THCA,
TCGA-BP-4766-01,0.376836683,0.072835704,86.43837228,KIRC,
TCGA-E8-A242-01,0.370851882,0.083762504,21.00120204,THCA,
TCGA-OR-A5K6-01,0.452610542,0.061108655,82.96322089,ACC,
TCGA-MA-AA3Z-01,0.434000356,0.066718702,84.55979652,CESC,
TCGA-CN-5369-01,0.448174463,0.095431905,43.42036655,HNSC,
TCGA-D3-A3CC-06,0.395392995,0.076981173,20.33086933,SKCM,
TCGA-GM-A2DA-01,0.368221162,0.099186699,354.391453,BRCA,
TCGA-29-1688-01,0.439106182,0.047149517,69.82152681,OV,
TCGA-85-A4CN-01,0.38980953,0.086378513,55.66119587,LUSC,
TCGA-DU-7006-01,0.452222679,0.070542533,124.3704555,LGG,
TCGA-D8-A1J8-01,0.236238641,0.090241966,27.09021616,BRCA,
TCGA-13-1487-01,0.144804696,0.074415071,6.961026176,OV,
TCGA-04-1332-01,0.374947865,0.05191052,18.36134707,OV,
TCGA-D5-6920-01,0.439419504,0.093792574,86.12140793,COAD,
TCGA-BH-A1ES-09,0.435673931,0.074653404,159.2186911,BRCA,
TCGA-AX-A3FT-01,0.470266213,0.102128965,233.5681909,UCEC,
TCGA-A2-A3Y0-01,0.450011802,0.063089609,111.1296518,BRCA,
TCGA-FI-A2EY-01,0.163164097,0.067633964,13.5413531,UCEC,
TCGA-DB-A64W-01,0.433472706,0.082677129,240.8347895,LGG,
TCGA-L5-A893-01,0.442284991,0.09198139,67.20981372,ESCA,
TCGA-E2-A1LI-01,0.332888856,0.079413967,21.28108792,BRCA,
TCGA-36-1570-01,0.375419515,0.04254014,56.630211,OV,
TCGA-V4-A9F3-01,0.242306065,0.061236646,7.251100652,UVM,
TCGA-MP-A4T6-01,0.326771874,0.130471655,35.19991402,LUAD,
TCGA-UC-A7PG-09,0.380734182,0.071373178,99.2148713,CESC,
TCGA-B0-4838-01,0.4482618,0.073273802,146.2912834,KIRC,
TCGA-DX-A7EU-01,0.281496094,0.053876211,37.17085582,SARC,
TCGA-WB-A80Q-01,0.338935707,0.054017564,671.6193565,PCPG,
TCGA-BH-A0HY-01,0.468843461,0.071467222,46.26021288,BRCA,
TCGA-OL-A5S0-01,0.266353401,0.065682021,33.26193052,BRCA,
TCGA-LK-A4O6-01,0.410958994,0.069999471,195.7000074,MESO,
TCGA-E9-A245-01,0.427528007,0.073377217,73.05950126,BRCA,
TCGA-XF-A9SI-01,0.369126048,0.075524139,191.1551157,BLCA,
TCGA-FV-A3R3-01,0.446313429,0.070135889,11.07089536,LIHC,
TCGA-AZ-6603-01,0.346668867,0.068163764,77.98906771,COAD,
TCGA-G3-A7M6-01,0.220120899,0.061149463,378.5132518,LIHC,
TCGA-B6-A0I5-01,0.468208986,0.068574002,64.23109561,BRCA,
TCGA-P5-A780-01,0.37899583,0.081166142,297.0166506,LGG,
TCGA-DD-AAD1-01,0.436229255,0.104432095,78.76048008,LIHC,
TCGA-30-1857-01,0.196867285,0.043540149,18.99042121,OV,
TCGA-ET-A4KN-01,0.415741711,0.074077904,169.0141236,THCA,
TCGA-BH-A1F6-01,0.265062126,0.071221576,10.69081549,BRCA,
TCGA-EM-A2P3-01,0.419263208,0.05835265,256.2840706,THCA,
TCGA-J2-A4AE-01,0.498501058,0.139314614,283.184796,LUAD,
TCGA-ET-A3DU-01,0.38927809,0.080808413,33.02988405,THCA,
TCGA-29-1695-01,0.28616633,0.047412346,5.940976163,OV,
TCGA-K6-A3WQ-01,0.318673419,0.065270145,667.0726122,UCEC,
TCGA-AO-A03P-01,0.367007816,0.062621786,102.2601332,BRCA,
TCGA-55-6982-01,0.401453563,0.112055877,21.81124172,LUAD,
TCGA-OL-A66P-01,0.380070759,0.097735022,71.87907809,BRCA,
TCGA-92-7340-01,0.372248245,0.092136175,10.09101927,LUSC,
TCGA-13-1495-01,0.326188604,0.065586718,22.65095543,OV,
TCGA-C8-A8HQ-01,0.385547512,0.078623938,37.74202694,BRCA,
TCGA-EW-A1PG-01,0.378882786,0.071486591,68.80302067,BRCA,
TCGA-CA-5796-01,0.433717293,0.077447923,12.14087083,COAD,
TCGA-A8-A09T-01,0.171564076,0.053735673,8.061230083,BRCA,
TCGA-99-8028-01,0.401052957,0.118517768,140.848462,LUAD,
TCGA-D7-A74A-01,0.160782166,0.088742397,5.811054559,STAD,
TCGA-AB-2988-03,0.491817293,0.053721516,543.7124299,LAML,
TCGA-CJ-4897-01,0.34592719,0.057945508,23.2506638,KIRC,
TCGA-B6-A0WT-01,0.36459435,0.074010966,144.6677966,BRCA,
TCGA-4E-A92E-01,0.459567825,0.073653651,180.7560343,UCEC,
TCGA-BR-8679-01,0.3445679,0.07801663,20.66045326,STAD,
TCGA-ET-A3BN-01,0.408611037,0.065380354,70.58061031,THCA,
TCGA-AC-A6IV-01,0.344699887,0.077484173,236.1565925,BRCA,
TCGA-AC-A5XU-01,0.417098245,0.075647111,118.0537451,BRCA,
TCGA-WB-A81D-01,0.276605582,0.060211447,108.0908056,PCPG,
TCGA-66-2727-01,0.299070506,0.07557518,19.85045264,LUSC,
TCGA-G4-6304-01,0.418763073,0.091008164,112.0034996,COAD,
TCGA-DJ-A3UY-01,0.398210955,0.062009159,93.46795991,THCA,
TCGA-73-7498-01,0.417357703,0.104270293,173.8500896,LUAD,
TCGA-99-8033-01,0.382113179,0.100171856,43.9198128,LUAD,
TCGA-E2-A1IG-01,0.386019048,0.060387641,201.0624692,BRCA,
TCGA-AC-A2BM-01,0.371149649,0.084354675,199.3002901,BRCA,
TCGA-30-1860-01,0.385498191,0.050028991,25.74106787,OV,
TCGA-BJ-A28W-01,0.389120692,0.085833452,163.3700824,THCA,
TCGA-FY-A2QD-01,0.424530325,0.071253936,98.04009656,THCA,
TCGA-A4-A5DU-01,0.481422808,0.055429462,263.7998621,KIRP,
TCGA-ET-A3BV-01,0.345699436,0.071669219,76.95269779,THCA,
TCGA-BH-A0HU-01,0.284197768,0.063627656,24.4913433,BRCA,
TCGA-24-0970-01,0.242962245,0.102734845,10.47080169,OV,
TCGA-CR-6478-01,0.382644685,0.091684977,14.74138325,HNSC,
TCGA-YY-A8LH-01,0.367269546,0.084352891,172.5774314,PAAD,
TCGA-EW-A2FS-01,0.413684758,0.113865955,449.6628852,BRCA,
TCGA-SR-A6MY-01,0.25638095,0.055173714,102.8929268,PCPG,
TCGA-C5-A7CG-01,0.433025001,0.106589141,184.6052791,CESC,
TCGA-DV-5569-01,0.425375038,0.066125199,46.44978456,KIRC,
TCGA-KB-A6F7-01,0.307725929,0.066146291,136.7123722,STAD,
TCGA-24-2297-01,0.123973979,0.046078446,8.741010068,OV,
TCGA-C8-A12X-01,0.415805353,0.084289048,10.27096621,BRCA,
TCGA-BH-A42U-01,0.394150659,0.084505678,174.0912641,BRCA,
TCGA-A8-A09Z-01,0.44937912,0.059831596,27.5905058,BRCA,
TCGA-05-4398-01,0.31565069,0.067466205,16.06111337,LUAD,
TCGA-50-6591-01,0.458928416,0.101805217,169.0961497,LUAD,
TCGA-SW-A7EA-01,0.435072701,0.095510931,141.0731871,STAD,
TCGA-57-1994-01,0.182735107,0.034572606,11.71106196,OV,
TCGA-24-2298-01,0.218012101,0.049487075,10.6007909,OV,
TCGA-B0-4827-01,0.460667952,0.07262348,9.601101962,KIRC,
TCGA-73-4658-01,0.417755113,0.174693943,8.630834154,LUAD,
TCGA-V4-A9EW-01,0.387993098,0.050374536,8.340882298,UVM,
TCGA-C8-A8HP-01,0.416948687,0.075030767,99.22969403,BRCA,
TCGA-S3-AA11-01,0.402610786,0.089123177,342.6994343,BRCA,
TCGA-ZB-A969-01,0.346421654,0.055949018,202.1664797,THYM,
TCGA-NC-A5HK-01,0.423691191,0.060979825,394.0131583,LUSC,
TCGA-IG-A7DP-01,0.412088349,0.164384772,90.32791482,ESCA,
TCGA-CE-A481-01,0.407322176,0.070686892,330.7735351,THCA,
TCGA-E2-A158-01,0.452751402,0.056498838,159.6977305,BRCA,
TCGA-JV-A5VE-01,0.456504979,0.062483379,151.2509087,SARC,
TCGA-94-A4VJ-01,0.331102019,0.057353418,22.12031462,LUSC,
TCGA-IB-7887-01,0.3907909,0.069744779,77.10219354,PAAD,
TCGA-DD-A4NK-01,0.371561762,0.068768644,62.89179905,LIHC,
TCGA-B5-A5OC-01,0.45736066,0.07272546,114.7778146,UCEC,
TCGA-AJ-A3EK-01,0.505116628,0.117067869,129.2033799,UCEC,
TCGA-D8-A27G-01,0.333688328,0.10557508,21.44099571,BRCA,
TCGA-XR-A8TD-01,0.295364174,0.066183073,52.42924989,LIHC,
TCGA-27-2526-01,0.421945904,0.048388723,5.991013149,GBM,
TCGA-24-1928-01,0.443278535,0.04250597,78.91895786,OV,
TCGA-E9-A1NC-01,0.395861386,0.083714104,87.29941009,BRCA,
TCGA-IB-A5ST-01,0.371123707,0.069161187,54.39114909,PAAD,
TCGA-A8-A08C-01,0.473272584,0.060690095,52.24061587,BRCA,
TCGA-P3-A6T5-01,0.374191279,0.070604122,43.45047369,HNSC,
TCGA-GM-A2DK-01,0.470851084,0.085564394,340.851613,BRCA,
TCGA-A2-A25C-01,0.429806609,0.081825519,145.5327463,BRCA,
TCGA-A8-A095-01,0.465270097,0.062169434,63.72113238,BRCA,
TCGA-2E-A9G8-01,0.212082452,0.050373402,166.1220765,UCEC,
TCGA-W2-A7H5-01,0.154050647,0.059706865,9.791297146,PCPG,
TCGA-CG-4462-01,0.45962426,0.083411489,65.13224276,STAD,
TCGA-BH-A0HQ-01,0.460632307,0.067363811,72.28878814,BRCA,
TCGA-CA-5256-01,0.445504123,0.071219637,26.19101381,COAD,
TCGA-FS-A1ZF-06,0.179447031,0.065698906,14.9513101,SKCM,
TCGA-E1-A7YQ-01,0.450697604,0.075623107,188.1839791,LGG,
TCGA-DK-A6AV-01,0.453922682,0.051244762,162.6356812,BLCA,
TCGA-ET-A39S-01,0.442918652,0.067338727,140.0695938,THCA,
TCGA-BR-7704-01,0.374123174,0.074614482,202.334707,STAD,
TCGA-XF-AAMZ-01,0.380900676,0.092058984,112.5014667,BLCA,
TCGA-BF-AAP7-01,0.318068395,0.071655452,28.00087489,SKCM,
TCGA-BH-A201-01,0.377215556,0.061478639,96.58987086,BRCA,
TCGA-SR-A6MT-01,0.357625075,0.058475464,90.59126223,PCPG,
TCGA-E9-A1QZ-01,0.408571004,0.101155972,110.722146,BRCA,
TCGA-CR-7374-01,0.300635695,0.081251851,56.68126299,HNSC,
TCGA-DD-A118-01,0.447901765,0.08029354,24.40153501,LIHC,
TCGA-P6-A5OF-01,0.151924235,0.069136384,8.730716163,ACC,
TCGA-AN-A0FV-01,0.235456599,0.053517863,4.381120817,BRCA,
TCGA-AB-2879-03,0.502731588,0.055914578,657.2507168,LAML,
TCGA-D3-A8GD-06,0.347528104,0.074902131,150.6023008,SKCM,
TCGA-EA-A1QT-01,0.493838047,0.083967622,110.8219617,CESC,
TCGA-BH-A1FD-01,0.36516512,0.092251434,45.14204903,BRCA,
TCGA-BH-A0B7-01,0.307336552,0.074406081,44.85198717,BRCA,
TCGA-06-1804-01,0.423090343,0.055777321,218.0628201,GBM,
TCGA-HT-8113-01,0.411399329,0.080706905,145.0191889,LGG,
TCGA-VS-A9UH-01,0.430357163,0.096814297,115.0725567,CESC,
TCGA-BH-A0WA-01,0.422255213,0.071112848,171.1716539,BRCA,
TCGA-49-AARN-01,0.445955006,0.13604709,287.7755076,LUAD,
TCGA-DV-5575-01,0.44370701,0.068028676,44.3911445,KIRC,
TCGA-26-5136-01,0.453991059,0.065312343,338.2626318,GBM,
TCGA-EW-A1P3-01,0.24851482,0.067542294,32.34117075,BRCA,
