sample,median_of_rounded_avg_modal_copies_per_chr,median_of_unrounded_avg_modal_copies_per_chr
TCGA-DY-A1DD-01,2,2
TCGA-A8-A085-01,2,1.999860565
TCGA-AA-3526-01,2,2
TCGA-EE-A3J4-06,2,2
TCGA-BR-6564-01,2,2
TCGA-A7-A5ZX-01,2,2
TCGA-13-1404-01,2,1.801148781
TCGA-E2-A3DX-01,2,2
TCGA-HT-A5RA-01,2,1.999965061
TCGA-CV-6943-01,2,2
TCGA-HC-8261-01,2,2
TCGA-BH-A0DO-01,2,2
TCGA-08-0353-01,2,2
TCGA-RR-A6KB-01,2,2
TCGA-EJ-A7NJ-01,2,2
TCGA-CV-A6K1-01,2,1.999984596
TCGA-HE-A5NF-01,2,2
TCGA-61-1910-01,2,2.052608046
TCGA-ER-A19K-01,2,2
TCGA-ZB-A96E-01,2,2
TCGA-AG-A015-01,2,2
TCGA-EE-A2GD-06,2,2
TCGA-HU-A4GF-01,2,2.385980653
TCGA-AA-A02R-01,2,2
TCGA-60-2697-01,2,2
TCGA-86-8278-01,2,1.997147896
TCGA-GM-A3NY-01,2,2
TCGA-L5-A8NG-01,2,2
TCGA-BP-4344-01,2,2
TCGA-DJ-A3V2-01,2,2
TCGA-BQ-7053-01,2,2
TCGA-49-4486-01,2,2
TCGA-UY-A8OB-01,2,2.407395448
TCGA-E2-A15F-01,2,2
TCGA-67-6215-01,2,2
TCGA-D3-A2JK-06,2,2
TCGA-HU-A4H3-01,2,2
TCGA-EM-A22J-01,2,2
TCGA-AB-2813-03,2,1.999919324
TCGA-60-2707-01,2,2
TCGA-02-0269-01,2,2
TCGA-V9-A7HT-01,2,2.001793378
TCGA-D3-A8GR-06,2,1.999834658
TCGA-ZF-A9R3-01,2,2.00102616
TCGA-BJ-A0ZA-01,2,2
TCGA-EB-A42Y-01,2,2
TCGA-BP-4971-01,2,2
TCGA-DJ-A1QG-01,2,2
TCGA-CN-A642-01,2,2
TCGA-26-1440-01,2,2
TCGA-GM-A5PV-01,2,2
TCGA-EJ-A7NK-01,2,2
TCGA-KL-8334-01,2,2
TCGA-ER-A19W-01,2,1.966385212
TCGA-BP-4999-01,2,2
TCGA-06-0879-01,2,2
TCGA-AA-3667-01,2,2
TCGA-IA-A40U-01,2,2
TCGA-66-2768-01,2,1.998758268
TCGA-AN-A0XR-01,2,2
TCGA-DD-A3A2-01,2,2
TCGA-HT-8108-01,2,2
TCGA-AB-2892-03,2,2
TCGA-QK-A6V9-01,2,2
TCGA-CN-5360-01,2,1.819944974
TCGA-W5-AA2G-01,2,1.934767084
TCGA-BH-A42V-01,2,2
TCGA-B0-5693-01,2,2
TCGA-E1-5319-01,2,2
TCGA-BB-8601-01,2,1.790207508
TCGA-V1-A9OH-01,2,2
TCGA-FF-8042-01,2,2.005007672
TCGA-77-A5FZ-01,2,2
TCGA-AA-A02Y-01,2,2
TCGA-XJ-A83F-01,2,1.981807311
TCGA-AA-A01Q-01,2,2
TCGA-C8-A8HP-01,2,1.607962722
TCGA-N6-A4VD-01,2,2
TCGA-FC-7708-01,2,1.999722695
TCGA-IB-A5ST-01,2,2
TCGA-WE-A8K4-01,2,2
TCGA-AB-2875-03,2,2
TCGA-HF-7134-01,2,2.005271205
TCGA-E7-A3X6-01,2,1.995552297
TCGA-DD-A3A8-01,2,2
TCGA-DD-AADK-01,2,2
TCGA-CF-A47W-01,2,2
TCGA-BR-4201-01,2,2
TCGA-ET-A39S-01,2,2
TCGA-BH-A0E1-01,2,2
TCGA-DJ-A1QM-01,2,2
TCGA-G2-AA3D-01,2,1.864192975
TCGA-BA-4078-01,2,1.999786737
TCGA-HT-7480-01,2,2
TCGA-AB-2857-03,2,2
TCGA-AX-A3G7-01,2,2.002837896
TCGA-63-A5MG-01,2,1.671027533
TCGA-08-0359-01,2,2
TCGA-L5-A8NH-01,2,1.999928319
TCGA-QR-A6GS-01,2,2
TCGA-E8-A434-01,2,2
TCGA-EW-A1PD-01,2,2
TCGA-QR-A6H0-01,2,2
TCGA-AP-A051-01,2,2
TCGA-WB-A81H-01,2,2
TCGA-AP-A1DH-01,2,2
TCGA-CM-6165-01,2,2
TCGA-ER-A19L-01,2,1.986216348
TCGA-06-0241-01,2,2
TCGA-E6-A1LX-01,2,2
TCGA-VS-A9UY-01,2,1.99976806
TCGA-A2-A0ER-01,2,2
TCGA-58-8390-01,2,1.703258364
TCGA-QT-A5XM-01,2,2
TCGA-55-6979-01,2,1.769597935
TCGA-EL-A3ZL-01,2,2
TCGA-05-4418-01,2,2
TCGA-AJ-A3BH-01,2,2
TCGA-DB-A64U-01,2,2
TCGA-13-0805-01,2,1.752844998
TCGA-GL-A59T-01,2,2
TCGA-FC-A66V-01,2,2
TCGA-CG-4465-01,2,2
TCGA-G2-AA3B-01,2,1.722085268
TCGA-77-7338-01,2,2
TCGA-29-1768-01,2,1.866415775
TCGA-AB-2933-03,2,2.000140402
TCGA-DD-AAEH-01,2,2.000108492
TCGA-TM-A84S-01,2,2
TCGA-WB-A81P-01,2,2
TCGA-ER-A19F-06,2,2
TCGA-ZF-AA4R-01,2,2.00039884
TCGA-FY-A3YR-01,2,2
TCGA-VD-A8KD-01,2,2
TCGA-DD-AADY-01,2,1.854706424
TCGA-86-8073-01,2,1.999172388
TCGA-ZN-A9VQ-01,2,1.99779815
TCGA-XF-AAMH-01,2,2
TCGA-B0-5075-01,2,2
TCGA-BB-7871-01,2,1.99977204
TCGA-5K-AAAP-01,2,2
TCGA-CV-7097-01,2,2
TCGA-FD-A5BV-01,2,1.730363438
TCGA-06-0747-01,2,2
TCGA-BA-4074-01,2,1.979641577
TCGA-AP-A0LT-01,2,2
TCGA-06-0182-01,2,2
TCGA-ZB-A969-01,2,1.996664541
TCGA-AB-2807-03,2,2.000361198
TCGA-2J-AAB4-01,2,2
TCGA-AX-A3GB-01,2,2
TCGA-EM-A2P1-01,2,2
TCGA-A3-3358-01,2,2
TCGA-EJ-5503-01,2,2
TCGA-B6-A0RG-01,2,2
TCGA-HV-A5A3-01,2,2
TCGA-DH-A66B-01,2,1.97637406
TCGA-DQ-7593-01,2,2
TCGA-ZF-A9RE-01,2,1.999936831
TCGA-AC-A3QQ-01,2,2
TCGA-HU-8244-01,2,2
TCGA-QK-A64Z-01,2,2
TCGA-UT-A88C-01,2,2
TCGA-MK-A4N7-01,2,2
TCGA-C5-A1M8-01,2,1.989519498
TCGA-KQ-A41N-01,2,1.994305013
TCGA-CR-7371-01,2,1.949140852
TCGA-DX-A23R-01,2,1.971832374
TCGA-D7-8576-01,2,1.884964814
TCGA-E2-A108-01,2,2
TCGA-GS-A9U3-01,2,2
TCGA-DF-A2KU-01,2,2
TCGA-05-4433-01,2,2
TCGA-G9-6333-01,2,2
TCGA-AA-A03F-01,2,2
TCGA-FV-A3R2-01,2,2
TCGA-43-A475-01,2,2.24354152
TCGA-10-0931-01,2,1.900956298
TCGA-A5-A0GV-01,2,2
TCGA-13-0886-01,2,1.916477713
TCGA-WC-A888-01,2,2
TCGA-DO-A1JZ-01,2,2
TCGA-BG-A0M2-01,2,2
TCGA-AX-A3GI-01,2,1.620824051
TCGA-B0-4839-01,2,2
TCGA-D6-6517-01,2,2
TCGA-VQ-AA69-01,2,2
TCGA-FE-A3PD-01,2,2
TCGA-96-7544-01,2,1.990869637
TCGA-61-1736-01,2,1.936302863
TCGA-AA-3522-01,2,1.933790857
TCGA-BS-A0U8-01,2,2
TCGA-DU-7011-01,2,2
TCGA-86-8671-01,2,2
TCGA-AB-2849-03,2,2
TCGA-AF-5654-01,2,2.0003766
TCGA-AF-2691-01,2,2
TCGA-KS-A4ID-01,2,2
TCGA-49-AAR4-01,2,1.845778248
TCGA-ET-A3BV-01,2,2
TCGA-08-0357-01,2,2
TCGA-32-2638-01,2,2
TCGA-KL-8342-01,2,2
TCGA-50-5045-01,2,2
TCGA-CN-A6V1-01,2,1.994908031
TCGA-77-8131-01,2,2
TCGA-AG-A011-01,2,2
TCGA-75-5122-01,2,1.898570695
TCGA-ET-A3DU-01,2,2
TCGA-56-8623-01,2,2
TCGA-BQ-7046-01,2,2
TCGA-AN-A0FF-01,2,2
TCGA-AR-A1AX-01,2,2
TCGA-IB-7889-01,2,2
TCGA-23-1120-01,2,1.861947174
TCGA-06-0128-01,2,2
TCGA-G9-6366-01,2,2
TCGA-13-1509-01,2,1.779819538
TCGA-BG-A0MA-01,2,2
TCGA-EW-A6SC-01,2,2
TCGA-BF-A1PZ-01,2,2
TCGA-EE-A2MC-01,2,2
TCGA-IG-A50L-01,2,1.804120053
TCGA-BJ-A2N9-01,2,2
TCGA-ER-A195-01,2,1.998203669
TCGA-DD-A4NK-01,2,2
TCGA-G3-A7M6-01,2,2
TCGA-FB-A4P5-01,2,2
TCGA-FS-A4FD-06,2,2
TCGA-A6-5656-01,2,1.99931567
TCGA-EM-A3AP-01,2,2
TCGA-QQ-A8VH-01,2,1.852148107
TCGA-EY-A1GF-01,2,2
TCGA-G4-6311-01,2,2.26851333
TCGA-BH-A0DX-01,2,2
TCGA-A3-3367-01,2,2
TCGA-OL-A66L-01,2,2
TCGA-DD-A1EL-01,2,1.97542088
TCGA-VQ-A91E-01,2,2.003208746
TCGA-EJ-A7NG-01,2,2
TCGA-06-2558-01,2,1.997847391
TCGA-A8-A09M-01,2,1.920919767
TCGA-EM-A3SZ-01,2,2
TCGA-D3-A51E-06,2,2.001949553
TCGA-AB-2842-03,2,2
TCGA-FS-A1ZJ-01,2,1.955278326
TCGA-A6-5662-01,2,2
TCGA-CV-7425-01,2,2
TCGA-VS-A9UQ-01,2,2
TCGA-DT-5265-01,2,2
TCGA-EL-A3GR-01,2,2
TCGA-02-0079-01,2,2
TCGA-BP-4995-01,2,2
TCGA-5P-A9JV-01,2,2
TCGA-56-1622-01,2,1.766726369
TCGA-D3-A1Q3-06,2,2
TCGA-CQ-7069-01,2,1.822747431
TCGA-KP-A3W4-01,2,2.001607681
TCGA-AA-A02J-01,2,2
TCGA-BP-4158-01,2,2
TCGA-19-0957-01,2,2
TCGA-50-5936-01,2,1.777985471
TCGA-DX-A48L-01,2,2
TCGA-FW-A5DY-06,2,2
TCGA-GC-A3OO-01,2,2
TCGA-DJ-A4UR-01,2,2
TCGA-BJ-A18Z-01,2,2
TCGA-FD-A6TB-01,2,1.92437184
TCGA-CN-4723-01,2,2
TCGA-FG-A711-01,2,2
TCGA-CJ-5684-01,2,2
TCGA-B9-7268-01,2,2
TCGA-EB-A3Y7-01,2,2
TCGA-WB-A80L-01,2,2.003097291
TCGA-EK-A3GK-01,2,2
TCGA-AZ-6601-01,2,2
TCGA-G7-6795-01,2,2
TCGA-BP-4770-01,2,2
TCGA-AA-3663-01,2,2
TCGA-CJ-4894-01,2,2
TCGA-R2-A69V-01,2,2.062573474
TCGA-W2-A7HA-01,2,2
TCGA-BR-8682-01,2,2
TCGA-VQ-AA6F-01,2,1.583243032
TCGA-AA-3527-01,2,2
TCGA-BP-4330-01,2,2
TCGA-UD-AAC4-01,2,1.998272917
TCGA-08-0380-01,2,2
TCGA-X6-A7WD-01,2,1.992564104
TCGA-C5-A8ZZ-01,2,2
TCGA-HW-8319-01,2,2
TCGA-KK-A8I8-01,2,1.999845955
TCGA-WJ-A86L-01,2,2.008125199
TCGA-AN-A0XT-01,2,1.85932485
TCGA-06-0238-01,2,2
TCGA-29-1697-01,2,1.748714316
TCGA-TT-A6YO-01,2,2
TCGA-D9-A6EG-06,2,2
TCGA-06-0646-01,2,1.999859358
TCGA-TQ-A7RU-01,2,2
TCGA-EJ-7797-01,2,2
TCGA-A8-A09W-01,2,1.989658299
TCGA-2A-A8W3-01,2,1.991888561
TCGA-EB-A5UN-06,2,2
TCGA-AX-A3FT-01,2,2
TCGA-AZ-5407-01,2,2
TCGA-A6-5665-01,2,2
TCGA-FS-A1ZE-06,2,2
TCGA-EE-A2MT-06,2,2
TCGA-D9-A1JW-01,2,2
TCGA-ZM-AA0F-01,2,1.878803082
TCGA-12-1089-01,2,2
TCGA-B0-5710-01,2,2
TCGA-C5-A7UE-01,2,2
TCGA-13-1477-01,2,2
TCGA-BG-A0M7-01,2,2
TCGA-DX-A48J-01,2,2
TCGA-49-AAQV-01,2,1.940357278
TCGA-IB-AAUM-01,2,2
TCGA-V4-A9EK-01,2,2
TCGA-43-A56U-01,2,1.738065839
TCGA-EW-A1P1-01,2,2
TCGA-GM-A2DC-01,2,2.000441217
TCGA-QT-A5XO-01,2,2
TCGA-A3-3322-01,2,2
TCGA-43-8116-01,2,1.870223158
TCGA-J4-A83K-01,2,2
TCGA-55-8621-01,2,2
TCGA-E3-A3DY-01,2,2
TCGA-12-0662-01,2,2.000265505
TCGA-G9-6370-01,2,2
TCGA-KK-A59Y-01,2,1.999733939
TCGA-KL-8331-01,2,2
TCGA-CK-4947-01,2,2
TCGA-B0-4837-01,2,2
TCGA-14-0790-01,2,1.999583923
TCGA-E7-A6MF-01,2,2
TCGA-OL-A5RX-01,2,2
TCGA-E9-A1R2-01,2,1.938180761
TCGA-KK-A8I9-01,2,2
TCGA-HU-8245-01,2,1.75419158
TCGA-VD-A8KA-01,2,2
TCGA-VS-A8EG-01,2,2
TCGA-44-7659-01,2,2
TCGA-EJ-5502-01,2,2
TCGA-D3-A2JB-06,2,2
TCGA-VQ-A8DT-01,2,1.999871603
TCGA-OU-A5PI-01,2,1.743016379
TCGA-BQ-5892-01,2,2
TCGA-BR-8291-01,2,2
TCGA-EM-A3ST-01,2,2
TCGA-G7-A8LB-01,2,2
TCGA-XM-AAZ2-01,2,2
TCGA-CJ-5672-01,2,2
TCGA-EM-A1YA-01,2,2
TCGA-02-0026-01,2,1.982670575
TCGA-BH-A0DK-01,2,2
TCGA-CM-6162-01,2,2
TCGA-VQ-A8PT-01,2,2
TCGA-66-2757-01,2,2
TCGA-D7-A6EY-01,2,2
TCGA-EE-A20F-01,2,1.999905666
TCGA-CJ-6030-01,2,2
TCGA-EJ-A8FN-01,2,2
TCGA-98-7454-01,2,2
TCGA-E8-A3X7-01,2,2
TCGA-PR-A5PG-01,2,2
TCGA-A1-A0SB-01,2,2
TCGA-AZ-6599-01,2,2
TCGA-2Z-A9JJ-01,2,2
TCGA-BP-5184-01,2,2
TCGA-SR-A6MU-01,2,2
TCGA-AQ-A7U7-01,2,2
TCGA-AA-3833-01,2,2
TCGA-D3-A1Q4-06,2,2
TCGA-DD-AAE1-01,2,2
TCGA-DK-A3IU-01,2,2
TCGA-FS-A1Z4-01,2,2
TCGA-G9-6369-01,2,2
TCGA-ZB-A962-01,2,2
TCGA-68-7757-01,2,1.775614788
TCGA-2E-A9G8-01,2,1.977930846
TCGA-AR-A1AR-01,2,1.837826603
TCGA-DD-AADJ-01,2,1.985719773
TCGA-B5-A0JS-01,2,2
TCGA-FG-A6IZ-01,2,2
TCGA-G8-6906-01,2,2
TCGA-2A-A8VV-01,2,2
TCGA-US-A776-01,2,1.998821776
TCGA-AA-3855-01,2,2
TCGA-M7-A71Z-01,2,1.98618467
TCGA-E2-A15K-01,2,2
TCGA-61-1738-01,2,2.002886765
TCGA-SJ-A6ZJ-01,2,2
TCGA-56-8304-01,2,1.954130525
TCGA-AB-2835-03,2,2
TCGA-DO-A1K0-01,2,2
TCGA-GR-7353-01,2,2
TCGA-YL-A8HL-01,2,1.996278589
TCGA-GL-7773-01,2,2
TCGA-AA-3496-01,2,2
TCGA-OR-A5KQ-01,2,2
TCGA-KC-A7F6-01,2,2
TCGA-B0-5094-01,2,1.999763361
TCGA-EE-A2MM-01,2,2
TCGA-73-7498-01,2,2
TCGA-GM-A2DK-01,2,2
TCGA-F5-6814-01,2,2
TCGA-B5-A0JY-01,2,2
TCGA-BK-A13C-01,2,2
TCGA-AB-2910-03,2,2
TCGA-31-1959-01,2,1.547457814
TCGA-AJ-A5DV-01,2,2
TCGA-EL-A4JV-01,2,2
TCGA-CN-4735-01,2,1.994122166
TCGA-02-0007-01,2,2
TCGA-ER-A2NE-01,2,1.940336563
TCGA-WB-A80N-01,2,2
TCGA-A4-8312-01,2,2
TCGA-BH-A6R8-01,2,2
TCGA-DX-A7EL-01,2,1.998281037
TCGA-60-2721-01,2,2
TCGA-06-0221-02,2,2
TCGA-06-6701-01,2,2
TCGA-BC-A110-01,2,2
TCGA-FU-A3WB-01,2,2
TCGA-PG-A5BC-01,2,1.799646724
TCGA-IR-A3LH-01,2,1.998988102
TCGA-FS-A1ZE-01,2,2
TCGA-61-1734-01,2,1.951862973
TCGA-EY-A1GJ-01,2,1.904694214
TCGA-FS-A1ZR-01,2,2
TCGA-VD-A8KI-01,2,2
TCGA-DJ-A4V4-01,2,2
TCGA-AA-3492-01,2,2
TCGA-16-1062-01,2,2
TCGA-AR-A5QQ-01,2,1.998810155
TCGA-CG-4436-01,2,2
TCGA-EJ-7123-01,2,2
TCGA-G9-6361-01,2,1.999308534
TCGA-B2-5633-01,2,2
TCGA-DD-AADV-01,2,1.999478505
TCGA-B3-8121-01,2,2
TCGA-GR-A4D5-01,2,2
TCGA-BS-A0U5-01,2,2
TCGA-D3-A3BZ-01,2,2
TCGA-D8-A1JH-01,2,2
TCGA-CJ-4904-01,2,2
TCGA-FA-A4XK-01,2,2
TCGA-BF-A1PV-01,2,2
TCGA-44-2666-01,2,2
TCGA-DZ-6135-01,2,2
TCGA-QH-A6CW-01,2,2
TCGA-AB-2883-03,2,2.003049759
TCGA-B0-4688-01,2,2.428256704
TCGA-AX-A2HG-01,2,2
TCGA-NF-A5CP-01,2,1.998448809
TCGA-DD-A114-01,2,2
TCGA-05-5420-01,2,2
TCGA-59-2354-01,2,1.864738867
TCGA-DD-AAD6-01,2,2
TCGA-AO-A0J5-01,2,2
TCGA-06-0175-01,2,1.996027146
TCGA-YL-A9WL-01,2,1.989219043
TCGA-68-A59I-01,2,1.807667601
TCGA-QT-A7U0-01,2,2
TCGA-EJ-5505-01,2,2
TCGA-66-2783-01,2,2
TCGA-VP-A875-01,2,1.903848581
TCGA-HC-7081-01,2,1.986976314
TCGA-A4-7288-01,2,2
TCGA-P5-A72Z-01,2,2
TCGA-MU-A51Y-01,2,2
TCGA-AG-3580-01,2,2
TCGA-FU-A57G-01,2,2
TCGA-3H-AB3K-01,2,2
TCGA-AP-A0LS-01,2,2
TCGA-24-1430-01,2,1.822139188
TCGA-24-0975-01,2,1.853202417
TCGA-OE-A75W-01,2,1.996152349
TCGA-B0-5088-01,2,2
TCGA-CG-4305-01,2,2
TCGA-DK-A6AW-01,2,2
TCGA-06-0877-01,2,2
TCGA-HC-7817-01,2,2
TCGA-A1-A0SE-01,2,2
TCGA-BH-A18J-01,2,1.999879327
TCGA-66-2744-01,2,2.434275507
TCGA-OR-A5LK-01,2,2
TCGA-GV-A3QG-01,2,2
TCGA-XF-A8HB-01,2,2.000130286
TCGA-28-2501-01,2,2
TCGA-ER-A19C-06,2,2
TCGA-CR-5249-01,2,2
TCGA-BR-8371-01,2,2
TCGA-VM-A8C9-01,2,2
TCGA-G3-A3CK-01,2,2
TCGA-5P-A9K3-01,2,1.999774906
TCGA-EJ-5516-01,2,1.987248508
TCGA-WC-AA9E-01,2,2
TCGA-19-0962-01,2,2
TCGA-VD-A8KJ-01,2,2
TCGA-FX-A3NK-01,2,2
TCGA-EM-A4G1-01,2,2
TCGA-AB-2861-03,2,2
TCGA-QR-A70W-01,2,2
TCGA-C8-A12Q-01,2,2.003148644
TCGA-FD-A3SS-01,2,1.841777455
TCGA-A7-A26G-01,2,2
TCGA-BB-4227-01,2,1.999399608
TCGA-HC-A8D0-01,2,1.993243557
TCGA-BS-A0TJ-01,2,2
TCGA-BR-8677-01,2,1.999709573
TCGA-D3-A2JH-01,2,2
TCGA-19-1386-01,2,2
TCGA-BB-4223-01,2,2
TCGA-AC-A2FO-01,2,2
TCGA-ZG-A9L4-01,2,2
TCGA-90-A4EE-01,2,1.579493084
TCGA-NC-A5HT-01,2,2.000363439
TCGA-FE-A3PA-01,2,2
TCGA-SC-A6LR-01,2,2.398864958
TCGA-A2-A1G4-01,2,2
TCGA-E9-A1N4-01,2,1.999532554
TCGA-T2-A6X2-01,2,2
TCGA-VS-A9V5-01,2,1.999468136
TCGA-38-4627-01,2,2
TCGA-HT-7877-01,2,2
TCGA-BR-8381-01,2,2.000345647
TCGA-AO-A03T-01,2,2
TCGA-AA-A00J-01,2,2
TCGA-HC-7075-01,2,2
TCGA-22-4609-01,2,2
TCGA-A8-A08O-01,2,1.915674967
TCGA-BR-8486-01,2,1.894358777
TCGA-A3-A8OU-01,2,2
TCGA-EM-A22M-01,2,2
TCGA-06-0126-01,2,2
TCGA-97-A4M7-01,2,2
TCGA-AG-3602-01,2,1.999784704
TCGA-VS-A9UT-01,2,1.860536512
TCGA-KK-A7AZ-01,2,2
TCGA-XU-AAXZ-01,2,2
TCGA-41-3392-01,2,1.999910648
TCGA-B8-A8YJ-01,2,2
TCGA-RD-A7BW-01,2,1.96372189
TCGA-AK-3426-01,2,2
TCGA-B1-A655-01,2,2
TCGA-DD-A4ND-01,2,2.004769206
TCGA-FJ-A3ZE-01,2,1.99969434
TCGA-P4-A5E7-01,2,2
TCGA-IA-A83S-01,2,2
TCGA-BR-4294-01,2,2
TCGA-AA-A024-01,2,2
TCGA-75-6207-01,2,1.893574083
TCGA-24-2297-01,2,1.889676072
TCGA-KV-A6GE-01,2,2
TCGA-DD-AACK-01,2,2
TCGA-28-5209-01,2,2
TCGA-EM-A3FJ-01,2,2
TCGA-55-8085-01,2,2.017141693
TCGA-23-1023-01,2,2
TCGA-CH-5791-01,2,1.996426425
TCGA-YZ-A980-01,2,2
TCGA-G3-A3CJ-01,2,2
TCGA-EE-A2GH-06,2,1.724549956
TCGA-96-8170-01,2,2
TCGA-X7-A8M5-01,2,2
TCGA-5P-A9KH-01,2,2
TCGA-58-8387-01,2,2
TCGA-MQ-A4LV-01,2,1.979329406
TCGA-J4-A83N-01,2,2
TCGA-EE-A3AD-01,2,2
TCGA-DM-A1D9-01,2,1.904949143
TCGA-CV-6936-01,2,2.000653625
TCGA-YS-A95B-01,2,1.99936362
TCGA-A2-A0CP-01,2,2
TCGA-TN-A7HL-01,2,2
TCGA-CZ-5986-01,2,2
TCGA-LL-A73Z-01,2,2.01703926
TCGA-HZ-A49G-01,2,2
TCGA-ER-A194-01,2,2
TCGA-DB-5276-01,2,2
TCGA-X7-A8M0-01,2,1.999213836
TCGA-KK-A8IF-01,2,1.998338857
TCGA-02-0009-01,2,2
TCGA-QK-A8Z8-01,2,1.997702366
TCGA-JY-A93F-01,2,1.999881575
TCGA-V1-A9OX-01,2,1.998082852
TCGA-CS-5396-01,2,2
TCGA-DD-A1EA-01,2,2
TCGA-WB-A817-01,2,2
TCGA-BP-4160-01,2,2
TCGA-BH-A1ET-01,2,2
TCGA-QR-A70C-01,2,2
TCGA-3U-A98G-01,2,2
TCGA-BL-A13I-01,2,2
TCGA-DB-A64P-01,2,2
TCGA-DX-A8BT-01,2,1.977370188
TCGA-42-2582-01,2,2.064273025
TCGA-JW-A5VK-01,2,2
TCGA-EM-A1YB-01,2,2
TCGA-A5-A0R7-01,2,2
TCGA-HT-7608-01,2,2
TCGA-DE-A4MC-01,2,2
TCGA-EM-A3AK-01,2,2
TCGA-KL-8329-01,2,2
TCGA-HR-A5NC-01,2,1.987833836
TCGA-02-0285-01,2,2
TCGA-28-1753-01,2,2
TCGA-CU-A3YL-01,2,2
TCGA-BH-A0HB-01,2,2.033458963
TCGA-51-4079-01,2,2
TCGA-ZP-A9D2-01,2,2
TCGA-AY-6197-01,2,2
TCGA-52-7812-01,2,1.976963478
TCGA-A8-A0A1-01,2,2
TCGA-2Z-A9J9-01,2,2
TCGA-EL-A3ZS-01,2,2
TCGA-AK-3444-01,2,2
TCGA-F4-6854-01,2,2
TCGA-DW-7842-01,2,2
TCGA-15-1446-01,2,2
TCGA-G2-A2EK-01,2,2
TCGA-DI-A0WH-01,2,2
TCGA-61-1995-01,2,2
TCGA-DK-AA6S-01,2,1.721242753
TCGA-D1-A16V-01,2,1.972194534
TCGA-B6-A0IC-01,2,2
TCGA-DD-AACS-01,2,2
TCGA-C8-A3M8-01,2,2
TCGA-DJ-A2PQ-01,2,2
TCGA-GD-A3OS-01,2,2.428958521
TCGA-IG-A4P3-01,2,1.979323458
TCGA-DJ-A4V2-01,2,2
TCGA-85-A4CL-01,2,1.992235776
TCGA-VD-A8KG-01,2,2
TCGA-DM-A28E-01,2,2
TCGA-55-8507-01,2,2.436090316
TCGA-QU-A6IN-01,2,1.99848555
TCGA-G9-6385-01,2,2
TCGA-GN-A4U5-01,2,2
TCGA-AB-2940-03,2,2.002626387
TCGA-AA-A029-01,2,2
TCGA-02-0451-01,2,2
TCGA-ZF-AA4N-01,2,1.919149105
TCGA-ZJ-A8QO-01,2,2
TCGA-HZ-7919-01,2,2
TCGA-DW-7838-01,2,2
TCGA-FA-A4BB-01,2,2
TCGA-BC-A10X-01,2,2
TCGA-EA-A6QX-01,2,2
TCGA-13-1498-01,2,1.834681776
TCGA-AB-2949-03,2,2.000263234
TCGA-CQ-5325-01,2,2
TCGA-EE-A182-06,2,2
TCGA-DS-A5RQ-01,2,1.999947547
TCGA-A4-A6HP-01,2,2
TCGA-IB-7652-01,2,2
TCGA-BP-4331-01,2,2
TCGA-DD-AAC9-01,2,2
TCGA-V3-A9ZY-01,2,2
TCGA-37-3783-01,2,2.000698884
TCGA-HC-A6HX-01,2,2.004487093
TCGA-AR-A5QN-01,2,2
TCGA-B0-5705-01,2,2
TCGA-NC-A5HF-01,2,1.999370091
TCGA-CS-5390-01,2,2
TCGA-34-2596-01,2,1.589664691
TCGA-VS-A9UB-01,2,2.096372283
TCGA-B0-5092-01,2,2
TCGA-F4-6809-01,2,2
TCGA-HC-8262-01,2,2
TCGA-LL-A441-01,2,2.357802358
TCGA-DD-AADU-01,2,2.000668619
TCGA-DM-A285-01,2,2
TCGA-RC-A7SH-01,2,1.999709677
TCGA-B0-4703-01,2,2
TCGA-CV-6953-01,2,2
TCGA-DS-A0VK-01,2,2
TCGA-F5-6464-01,2,2
TCGA-XF-AAN1-01,2,1.998721836
TCGA-DZ-6131-01,2,1.99974883
TCGA-BP-4988-01,2,2
TCGA-EJ-7788-01,2,2
TCGA-2Y-A9H7-01,2,2
TCGA-16-1056-01,2,2
TCGA-BR-8365-01,2,1.930684679
TCGA-ZJ-AAXI-01,2,2
TCGA-55-7574-01,2,2.009503519
TCGA-BH-A0B9-01,2,1.912366987
TCGA-CN-4731-01,2,2
TCGA-EW-A1P7-01,2,2
TCGA-BJ-A0Z3-01,2,2
TCGA-B8-4148-01,2,2
TCGA-B5-A0K0-01,2,2
TCGA-FS-A1YW-06,2,2
TCGA-B4-5844-01,2,2
TCGA-AC-A2FM-01,2,1.989284999
TCGA-G9-7510-01,2,2
TCGA-49-6744-01,2,1.843836717
TCGA-C5-A2LY-01,2,2
TCGA-EB-A3HV-01,2,2
TCGA-A2-A0EX-01,2,2
TCGA-AA-3544-01,2,2
TCGA-H2-A3RI-01,2,2
TCGA-AN-A0AR-01,2,1.847178576
TCGA-DJ-A3VK-01,2,2
TCGA-B0-5399-01,2,2
TCGA-CZ-5985-01,2,2
TCGA-Q1-A6DW-01,2,2
TCGA-J9-A8CK-01,2,1.991176444
TCGA-P3-A6T7-01,2,2
TCGA-ER-A19J-01,2,2
TCGA-D1-A15Z-01,2,2
TCGA-77-8136-01,2,1.56690387
TCGA-CJ-4905-01,2,2
TCGA-FM-8000-01,2,2
TCGA-RP-A694-06,2,2
TCGA-IZ-8195-01,2,2
TCGA-CV-5443-01,2,2
TCGA-DE-A0XZ-01,2,2
TCGA-09-2043-01,2,2.137800121
TCGA-D3-A1Q4-01,2,2
TCGA-FA-A6HN-01,2,2
