sample,median_of_rounded_avg_modal_copies_per_chr,median_of_unrounded_avg_modal_copies_per_chr
TCGA-GM-A5PX-01,2,2
TCGA-A5-AB3J-01,2,2
TCGA-CV-A6JO-01,2,2
TCGA-OL-A5D6-01,2,2
TCGA-IR-A3LC-01,2,2
TCGA-A2-A0YK-01,2,2
TCGA-06-2565-01,2,2
TCGA-QH-A6CY-01,2,2
TCGA-DU-7009-01,2,2
TCGA-UP-A6WW-01,2,1.999794851
TCGA-A4-8515-01,2,2
TCGA-DD-A1EH-01,2,2
TCGA-02-0115-01,2,2
TCGA-CV-7242-01,2,1.922082115
TCGA-HZ-A4BH-01,2,1.998018744
TCGA-IG-A7DP-01,2,2
TCGA-ZB-A96R-01,2,2
TCGA-HN-A2NL-01,2,1.62764809
TCGA-DJ-A4UT-01,2,2
TCGA-D3-A51K-06,2,2
TCGA-A6-A565-01,2,1.974160153
TCGA-KL-8345-01,2,2
TCGA-AB-2803-03,2,2.004479382
TCGA-GR-A4D4-01,2,1.999515415
TCGA-27-1835-01,2,2
TCGA-B8-A54I-01,2,2.000942985
TCGA-CC-5262-01,2,2
TCGA-BH-A1FJ-01,2,2
TCGA-HZ-7924-01,2,2
TCGA-D1-A17H-01,2,2
TCGA-EY-A212-01,2,2.021323407
TCGA-SC-A6LP-01,2,2
TCGA-UT-A88D-01,2,2
TCGA-WK-A8XO-01,2,2
TCGA-AA-A022-01,2,2
TCGA-A8-A095-01,2,2
TCGA-AB-2898-03,2,2
TCGA-97-8547-01,2,1.979124233
TCGA-LI-A67I-01,2,2.347443646
TCGA-BP-5008-01,2,2
TCGA-87-5896-01,2,2
TCGA-AW-A1PO-01,2,1.757431892
TCGA-2L-AAQI-01,2,1.991430662
TCGA-G4-6293-01,2,2
TCGA-04-1353-01,2,2.021788074
TCGA-FZ-5921-01,2,2
TCGA-IS-A3K8-01,2,2
TCGA-CM-4743-01,2,2
TCGA-93-7347-01,2,2
TCGA-WC-A87T-01,2,2
TCGA-CQ-5329-01,2,2.262586828
TCGA-25-2401-01,2,1.951475376
TCGA-3A-A9IU-01,2,1.999538318
TCGA-B5-A3FB-01,2,2.017053082
TCGA-MA-AA3W-01,2,2
TCGA-EJ-A46D-01,2,2
TCGA-91-6830-01,2,2
TCGA-FE-A232-01,2,2
TCGA-EK-A2RJ-01,2,2.368915716
TCGA-NH-A8F8-01,2,1.99994664
TCGA-DU-A7TB-01,2,2
TCGA-EL-A3CU-01,2,2
TCGA-EK-A2RC-01,2,2
TCGA-DJ-A13X-01,2,2
TCGA-CS-6188-01,2,2
TCGA-BH-A0AV-01,2,1.65502276
TCGA-14-2555-01,2,2
TCGA-VD-A8KE-01,2,2
TCGA-27-1833-01,2,2
TCGA-G3-A5SI-01,2,2
TCGA-EW-A1IW-01,2,2
TCGA-B0-5400-01,2,2
TCGA-DU-7300-01,2,2
TCGA-RW-A67Y-01,2,2
TCGA-AX-A1C4-01,2,2
TCGA-GN-A4U8-06,2,2
TCGA-A8-A094-01,2,1.80342902
TCGA-F7-8298-01,2,2
TCGA-A5-A0R8-01,2,2
TCGA-DU-7309-01,2,2
TCGA-BH-A8FY-01,2,2
TCGA-24-0970-01,2,1.903513174
TCGA-SP-A6QG-01,2,1.99994046
TCGA-GU-A42R-01,2,1.997878299
TCGA-HC-8257-01,2,1.996082529
TCGA-YL-A8SF-01,2,1.995029553
TCGA-4Z-AA7Y-01,2,2
TCGA-A3-A6NJ-01,2,2
TCGA-12-0820-01,2,2
TCGA-D7-8572-01,2,2
TCGA-12-1098-01,2,2
TCGA-D6-A6EO-01,2,2.000052494
TCGA-B5-A11G-01,2,2
TCGA-DA-A3F8-01,2,2
TCGA-02-0116-01,2,2
TCGA-AO-A03V-01,2,2.019901613
TCGA-AC-A2FB-01,2,2
TCGA-BG-A0W1-01,2,2
TCGA-AA-3994-01,2,2
TCGA-EM-A4FV-01,2,2
TCGA-DJ-A4UL-01,2,2
TCGA-CV-7177-01,2,2
TCGA-PJ-A5Z8-01,2,2
TCGA-FG-8182-01,2,2
TCGA-32-2491-01,2,2
TCGA-18-3406-01,2,1.964932213
TCGA-V4-A9EI-01,2,2
TCGA-B5-A0JU-01,2,2
TCGA-27-2528-01,2,2
TCGA-BQ-5885-01,2,2
TCGA-EE-A29M-06,2,1.943518778
TCGA-EY-A2OM-01,2,2
TCGA-G9-6363-01,2,2
TCGA-EK-A2PI-01,2,2
TCGA-KS-A41L-01,2,2
TCGA-DD-AAEI-01,2,2
TCGA-JW-A5VI-01,2,2
TCGA-CM-6169-01,2,2
TCGA-BP-4795-01,2,2
TCGA-CN-A497-01,2,2
TCGA-G4-6628-01,2,2
TCGA-MQ-A4LI-01,2,1.995136213
TCGA-FC-A8O0-01,2,2
TCGA-EL-A3H3-01,2,2
TCGA-GS-A9TX-01,2,1.999149171
TCGA-BH-A201-01,2,2
TCGA-32-4208-01,2,2
TCGA-QS-A744-01,2,2
TCGA-EM-A3SU-06,2,2
TCGA-WB-A81V-01,2,2
TCGA-BS-A0V7-01,2,2
TCGA-G3-A7M8-01,2,2
TCGA-D8-A27G-01,2,2
TCGA-EP-A2KA-01,2,2.272405166
TCGA-CF-A8HX-01,2,1.997050417
TCGA-EL-A4K9-01,2,2
TCGA-Z2-AA3V-06,2,2
TCGA-2Y-A9GX-01,2,2
TCGA-FD-A3SN-01,2,1.795602718
TCGA-AD-6899-01,2,2
TCGA-CJ-4639-01,2,2
TCGA-19-5953-01,2,2
TCGA-EE-A2M5-06,2,2
TCGA-28-2502-01,2,2
TCGA-YH-A8SY-01,2,1.776030757
TCGA-19-0964-01,2,2
TCGA-DX-AB37-01,2,2.021455521
TCGA-D3-A8GE-06,2,2
TCGA-BJ-A290-01,2,2
TCGA-CW-5587-01,2,2
TCGA-BP-5170-01,2,2
TCGA-X6-A8C5-01,2,1.999570322
TCGA-A2-A04R-01,2,2
TCGA-62-A46P-01,2,2.000235431
TCGA-BJ-A0Z5-01,2,2
TCGA-2Y-A9GW-01,2,2
TCGA-G9-6339-01,2,2
TCGA-DK-AA6Q-01,2,1.995094058
TCGA-VS-A94X-01,2,2.001697927
TCGA-BQ-5880-01,2,2
TCGA-YL-A9WJ-01,2,2
TCGA-B5-A0K9-01,2,2
TCGA-EA-A3HT-01,2,2
TCGA-DU-5870-01,2,2
TCGA-UZ-A9PL-01,2,2
TCGA-IM-A4EB-01,2,2
TCGA-DJ-A3VG-01,2,2
TCGA-L6-A4EQ-01,2,2
TCGA-D3-A2J7-06,2,2
TCGA-ET-A25N-01,2,2
TCGA-AG-A02N-01,2,2
TCGA-A3-3373-01,2,2
TCGA-BC-A3KF-01,2,1.989629708
TCGA-B0-4834-01,2,2
TCGA-OR-A5LG-01,2,1.904068255
TCGA-BH-A0DH-01,2,1.911447759
TCGA-B1-A654-01,2,2
TCGA-CM-5862-01,2,2.178759441
TCGA-EC-A1QX-01,2,2
TCGA-08-0355-01,2,2
TCGA-AB-2862-03,2,2
TCGA-28-5219-01,2,2
TCGA-UB-A7MD-01,2,2
TCGA-DD-A1EB-01,2,2.006672531
TCGA-AG-3896-01,2,2.122495738
TCGA-ZJ-AAXN-01,2,2
TCGA-EI-6510-01,2,2
TCGA-DU-6392-01,2,2
TCGA-A8-A0AD-01,2,2
TCGA-ET-A2N4-01,2,2
TCGA-A8-A07O-01,2,2.006096277
TCGA-D1-A174-01,2,2
TCGA-E9-A226-01,2,2
TCGA-D1-A17A-01,2,2
TCGA-FS-A1ZT-01,2,2
TCGA-67-3770-01,2,1.95294983
TCGA-AB-2806-03,2,2
TCGA-EY-A4KR-01,2,2.003969439
TCGA-JW-A852-01,2,2
TCGA-TN-A7HI-01,2,2.106223794
TCGA-06-0649-01,2,1.991470107
TCGA-J8-A4HY-01,2,2
TCGA-BF-AAP7-01,2,2
TCGA-ET-A4KN-01,2,2
TCGA-97-A4M6-01,2,1.989830363
TCGA-C5-A7UC-01,2,2
TCGA-CD-A4MI-01,2,2
TCGA-C8-A275-01,2,2
TCGA-36-1568-01,2,2.006567635
TCGA-LH-A9QB-06,2,1.999894831
TCGA-ZT-A8OM-01,2,2
TCGA-D3-A3MU-06,2,2.002322586
TCGA-A3-3308-01,2,2
TCGA-D3-A3MU-01,2,2.002322586
TCGA-13-0799-01,2,1.961798271
TCGA-FS-A1Z3-06,2,2
TCGA-VQ-AA6G-01,2,1.996598991
TCGA-06-6388-01,2,2
TCGA-BH-A0BF-01,2,1.996705412
TCGA-27-2518-01,2,2.000847401
TCGA-DX-A3UB-01,2,2
TCGA-A5-A0GW-01,2,2
TCGA-EE-A29E-01,2,2
TCGA-DU-7013-01,2,2
TCGA-LL-A73Y-01,2,2.349865814
TCGA-C5-A1BF-01,2,2
TCGA-41-6646-01,2,1.999761825
TCGA-EJ-7786-01,2,2
TCGA-EL-A4K4-01,2,2
TCGA-EY-A1GH-01,2,2
TCGA-IM-A41Z-01,2,2
TCGA-WK-A8XY-01,2,1.86467788
TCGA-BJ-A4O8-01,2,2
TCGA-G7-6797-01,2,2
TCGA-E9-A1QZ-01,2,2
TCGA-06-0219-01,2,1.989678949
TCGA-FS-A1YY-01,2,2
TCGA-CM-5868-01,2,2
TCGA-CW-5591-01,2,2.079586772
TCGA-DE-A4MD-01,2,2
TCGA-C5-A8YT-01,2,2
TCGA-GD-A76B-01,2,1.984551758
TCGA-YC-A9TC-01,2,1.999984083
TCGA-BP-4349-01,2,2
TCGA-AG-3612-01,2,2
TCGA-BR-4184-01,2,2
TCGA-AO-A03R-01,2,2
TCGA-A4-A772-01,2,2
TCGA-X7-A8DI-01,2,2
TCGA-G3-A25W-01,2,2
TCGA-QK-AA3J-01,2,1.999890408
TCGA-ET-A39K-01,2,2
TCGA-X7-A8M7-01,2,2
TCGA-AA-3518-01,2,2
TCGA-CF-A3MH-01,2,2
TCGA-KK-A8IC-01,2,1.969797878
TCGA-S7-A7X2-01,2,2
TCGA-KK-A7AY-01,2,2
TCGA-06-0166-01,2,1.957724975
TCGA-CN-A63U-01,2,1.831456514
TCGA-FF-A7CQ-01,2,1.997961871
TCGA-CQ-5330-01,2,2
TCGA-3G-AB14-01,2,2
TCGA-D3-A3C8-01,2,2
TCGA-FG-A60L-01,2,2
TCGA-DB-5274-01,2,2
TCGA-UY-A9PA-01,2,1.941078095
TCGA-CW-6088-01,2,2
TCGA-MZ-A5BI-01,2,2
TCGA-PK-A5H9-01,2,2
TCGA-NC-A5HO-01,2,1.761647238
TCGA-DJ-A2PZ-01,2,2
TCGA-CF-A9FM-01,2,2
TCGA-12-0691-01,2,1.986200891
TCGA-BR-6453-01,2,2
TCGA-VP-A878-01,2,1.999889527
TCGA-42-2590-01,2,1.831802478
TCGA-FG-A4MU-01,2,2
TCGA-DJ-A3UM-01,2,2
TCGA-08-0512-01,2,2
TCGA-HD-7754-01,2,2
TCGA-D5-6534-01,2,2
TCGA-2Z-A9JM-01,2,2
TCGA-IR-A3LK-01,2,2
TCGA-EE-A3J4-01,2,2
TCGA-CJ-4885-01,2,2
TCGA-EE-A2GE-01,2,2
TCGA-CN-4728-01,2,2.269224422
TCGA-EM-A3FP-01,2,2
TCGA-B0-5812-01,2,2
TCGA-DF-A2KZ-01,2,2
TCGA-DX-AB3B-01,2,2
TCGA-GI-A2C9-01,2,1.714734858
TCGA-QC-A6FX-01,2,2.054008839
TCGA-DX-A48V-01,2,1.940651424
TCGA-AQ-A04J-01,2,1.844688663
TCGA-66-2795-01,2,2.000638849
TCGA-TM-A84H-01,2,2
TCGA-77-A5GH-01,2,1.877519391
TCGA-22-1016-01,2,2.301468269
TCGA-AC-A6IX-06,2,2
TCGA-BG-A0MT-01,2,2
TCGA-EO-A3AY-01,2,2
TCGA-CJ-4640-01,2,2
TCGA-BS-A0U7-01,2,2
TCGA-ZX-AA5X-01,2,2
TCGA-63-A5MM-01,2,2
TCGA-D5-6931-01,2,2
TCGA-DJ-A3VD-01,2,2
TCGA-EY-A1GE-01,2,2
TCGA-HL-7533-01,2,2
TCGA-A2-A0T0-01,2,2
TCGA-BA-5557-01,2,2
TCGA-AX-A1C9-01,2,2.006497818
TCGA-PL-A8LY-01,2,2
TCGA-B5-A11W-01,2,2
TCGA-91-8497-01,2,2
TCGA-EO-A3AU-01,2,2
TCGA-EL-A3GU-01,2,2
TCGA-B0-4846-01,2,2
TCGA-86-7714-01,2,2
TCGA-3N-A9WD-06,2,2
TCGA-CH-5746-01,2,2.000888541
TCGA-P5-A5EX-01,2,2
TCGA-AB-2911-03,2,2
TCGA-S9-A6TW-01,2,2
TCGA-BR-8591-01,2,1.999664313
TCGA-EY-A54A-01,2,1.931810069
TCGA-VD-AA8P-01,2,2
TCGA-NG-A4VW-01,2,2.00010202
TCGA-25-1623-01,2,2.191833763
TCGA-G3-A5SL-01,2,2
TCGA-62-8399-01,2,2.062646917
TCGA-D1-A2G6-01,2,2
TCGA-91-8496-01,2,2
TCGA-AA-3555-01,2,2
TCGA-SR-A6MY-01,2,2
TCGA-FB-AAPS-01,2,2
TCGA-AP-A0LJ-01,2,2
TCGA-V4-A9E9-01,2,2
TCGA-A5-A0GM-01,2,2
TCGA-DD-A39X-01,2,2
TCGA-XG-A823-01,2,2
TCGA-41-2571-01,2,2
TCGA-55-7728-01,2,2
TCGA-AA-3673-01,2,2
TCGA-DV-5574-01,2,2
TCGA-BH-A0EA-01,2,2
TCGA-VS-A9UV-01,2,2
TCGA-HD-A4C1-01,2,2
TCGA-EE-A2GU-06,2,1.999229181
TCGA-61-2017-01,2,2
TCGA-BG-A0W2-01,2,2
TCGA-OR-A5L4-01,2,2
TCGA-67-3773-01,2,2
TCGA-G9-6365-01,2,2
TCGA-A3-3319-01,2,2
TCGA-AB-2828-03,2,2
TCGA-EE-A2MC-06,2,2
TCGA-HT-A614-01,2,2
TCGA-AB-2947-03,2,2
TCGA-FG-A87Q-01,2,2
TCGA-EB-A41A-01,2,2
TCGA-CJ-4636-01,2,2
TCGA-BP-4790-01,2,2
TCGA-ET-A39J-01,2,2
TCGA-BP-5007-01,2,2
TCGA-05-5429-01,2,2
TCGA-VD-AA8R-01,2,2
TCGA-SP-A6QC-01,2,2
TCGA-DX-AB3A-01,2,2.014184838
TCGA-BP-4756-01,2,2
TCGA-05-5715-01,2,2
TCGA-CA-6718-01,2,2
TCGA-02-0057-01,2,2
TCGA-14-1037-01,2,2
TCGA-CS-5395-01,2,2
TCGA-FY-A3RA-01,2,2
TCGA-B5-A0JX-01,2,2
TCGA-BG-A0MQ-01,2,2
TCGA-08-0349-01,2,2
TCGA-GM-A2DL-01,2,2
TCGA-QK-A6IH-01,2,1.969339445
TCGA-E8-A418-01,2,2
TCGA-LN-A49V-01,2,2.348823454
TCGA-R6-A6KZ-01,2,2.488992891
TCGA-XK-AAJP-01,2,1.983461881
TCGA-06-0412-01,2,2
TCGA-AL-3468-01,2,2
TCGA-BP-4329-01,2,2
TCGA-14-1794-01,2,2
TCGA-XU-A92Q-01,2,2
TCGA-R6-A6XG-01,2,2.492318462
TCGA-LN-A4A8-01,2,2
TCGA-BG-A0VW-01,2,2
TCGA-BP-4777-01,2,2
TCGA-HU-A4GP-01,2,1.983893269
TCGA-WY-A85C-01,2,2
TCGA-HT-7855-01,2,2
TCGA-AO-A126-01,2,2
TCGA-D8-A1JT-01,2,2
TCGA-CN-A640-01,2,2
TCGA-B0-4849-01,2,2
TCGA-AB-2900-03,2,2
TCGA-DO-A2HM-01,2,2
TCGA-AC-A8OS-01,2,2
TCGA-X2-A95T-01,2,1.993236849
TCGA-ZB-A964-01,2,2
TCGA-CG-5732-01,2,2
TCGA-5L-AAT0-01,2,2
TCGA-A4-8630-01,2,2
TCGA-D6-A6ES-01,2,1.997533647
TCGA-QU-A6IP-01,2,2
TCGA-DX-A2J4-01,2,2
TCGA-66-2763-01,2,1.639352413
TCGA-CJ-4918-01,2,2
TCGA-AA-3692-01,2,2
TCGA-QS-A5YQ-01,2,2
TCGA-AX-A2HA-01,2,2
TCGA-ZG-A9LM-01,2,1.937975669
TCGA-ZG-A9LZ-01,2,1.991191821
TCGA-EM-A3O7-01,2,2
TCGA-FS-A1Z4-06,2,2
TCGA-D7-A4YT-01,2,1.992411053
TCGA-DJ-A2Q6-01,2,2
TCGA-81-5911-01,2,2
TCGA-E9-A22H-01,2,2
TCGA-04-1335-01,2,1.882938194
TCGA-DJ-A3VJ-01,2,2
TCGA-D1-A1NY-01,2,2
TCGA-EM-A2P3-01,2,2
TCGA-LL-A5YL-01,2,2
TCGA-CQ-A4CI-01,2,1.866599294
TCGA-BR-A4QM-01,2,1.999665073
TCGA-08-0525-01,2,2
TCGA-EM-A2CS-01,2,2
TCGA-61-2109-01,2,1.892478568
TCGA-BJ-A4O9-01,2,2
TCGA-78-7540-01,2,2
TCGA-AX-A0IS-01,2,2
TCGA-BR-8081-01,2,2
TCGA-VS-A94Y-01,2,1.755944254
TCGA-AB-2858-03,2,2.000533297
TCGA-AJ-A3NC-01,2,2
TCGA-FI-A2D6-01,2,2
TCGA-BC-A3KG-01,2,2.002195157
TCGA-HD-8224-01,2,1.957673167
TCGA-E9-A1N8-01,2,1.849534565
TCGA-HD-7831-01,2,1.978189197
TCGA-ZS-A9CF-01,2,2.00682869
TCGA-VQ-A8PO-01,2,1.998648805
TCGA-HC-7752-01,2,2
TCGA-B9-4617-01,2,2.000034713
TCGA-E9-A227-01,2,2
TCGA-Y8-A895-01,2,2
TCGA-ZG-A8QW-01,2,1.974540766
TCGA-CV-7438-01,2,2
TCGA-EE-A29M-01,2,1.965016052
TCGA-HC-7737-01,2,2
TCGA-HP-A5N0-01,2,2
TCGA-VW-A8FI-01,2,2.000088758
TCGA-FE-A233-01,2,2
TCGA-LN-A49K-01,2,1.639477205
TCGA-CJ-4893-01,2,2
TCGA-A2-A25A-01,2,2
TCGA-E9-A1N5-01,2,2
TCGA-SR-A6MX-01,2,2
TCGA-5P-A9JZ-01,2,2
TCGA-FF-A7CX-01,2,2
TCGA-V4-A9EL-01,2,2
TCGA-J2-A4AE-01,2,2
TCGA-XV-A9W2-01,2,1.999663484
TCGA-39-5022-01,2,2
TCGA-BR-4188-01,2,2
TCGA-B0-5085-01,2,2
TCGA-KS-A4I9-01,2,2
TCGA-39-5029-01,2,1.786400672
TCGA-DU-A7TD-01,2,2.00148698
TCGA-KC-A7FA-01,2,1.999529275
TCGA-CQ-7071-01,2,2
TCGA-E7-A519-01,2,2
TCGA-D3-A1QA-01,2,2
TCGA-QR-A70E-01,2,2
TCGA-L5-A8NN-01,2,2.434458906
TCGA-AB-2888-03,2,2
TCGA-EW-A1J6-01,2,1.685979554
TCGA-G7-A8LD-01,2,2
TCGA-G9-6348-01,2,2
TCGA-D1-A16E-01,2,2
TCGA-TS-A7OY-01,2,1.999496925
TCGA-A5-A0GI-01,2,2
TCGA-GN-A4U4-06,2,2
TCGA-OL-A6VR-01,2,2
TCGA-KU-A6H7-01,2,1.998608657
TCGA-14-1821-01,2,2
TCGA-FD-A3N6-01,2,2
TCGA-AB-2959-03,2,2
TCGA-DB-A4XB-01,2,2
TCGA-EB-A5SE-01,2,2
TCGA-RW-A688-01,2,2
TCGA-HU-A4H8-01,2,2
TCGA-FW-A3TU-01,2,1.960446206
TCGA-VP-A87H-01,2,2
TCGA-06-0174-01,2,1.999989505
TCGA-DW-7963-01,2,2
TCGA-27-2519-01,2,2
TCGA-A1-A0SP-01,2,1.999982973
TCGA-2H-A9GJ-01,2,2.066999268
TCGA-66-2786-01,2,1.834703953
TCGA-FY-A40M-01,2,2
TCGA-X7-A8D6-01,2,2
TCGA-14-0736-02,2,1.999320802
TCGA-HC-A6AL-01,2,2
TCGA-TQ-A7RH-01,2,1.999923281
TCGA-G9-6353-01,2,2
TCGA-W2-A7UY-01,2,2
TCGA-DB-A4XA-01,2,2
TCGA-TS-A7OZ-01,2,1.995096338
TCGA-E2-A14U-01,2,2
TCGA-S9-A89Z-01,2,1.998008904
TCGA-G2-A3IB-01,2,2
TCGA-ZJ-AAXT-01,2,1.997173222
TCGA-12-1095-01,2,2
TCGA-AX-A05W-01,2,2
TCGA-HT-8563-01,2,2
TCGA-Z7-A8R6-01,2,2
TCGA-V1-A9Z8-01,2,1.996744986
TCGA-KN-8418-01,2,2
TCGA-CH-5753-01,2,1.968568389
TCGA-2A-A8W1-01,2,1.98776523
TCGA-49-AAR3-01,2,2
TCGA-4W-AA9S-01,2,2.002210956
TCGA-D8-A27P-01,2,2
TCGA-67-4679-01,2,2
TCGA-HZ-A77Q-01,2,1.999132379
TCGA-76-4926-01,2,2
TCGA-WN-AB4C-01,2,2
TCGA-G9-A9S0-01,2,1.99985057
TCGA-CS-6668-01,2,2
TCGA-ET-A2N5-01,2,2
TCGA-FS-A1ZQ-01,2,1.788295582
TCGA-GL-6846-01,2,2
TCGA-CV-5971-01,2,2
TCGA-KM-8477-01,2,2
TCGA-OR-A5JT-01,2,2.003620156
TCGA-BB-A6UO-01,2,2
TCGA-E8-A414-01,2,2
TCGA-DX-A3UC-01,2,1.999628975
TCGA-2Y-A9H4-01,2,2
TCGA-DB-A64S-01,2,2
TCGA-5C-AAPD-01,2,2
TCGA-CZ-5451-01,2,2
TCGA-19-4065-02,2,2
TCGA-02-0046-01,2,2
TCGA-26-5133-01,2,2
TCGA-AA-3818-01,2,2
TCGA-38-7271-01,2,2
TCGA-FS-A1YY-06,2,2
TCGA-A6-2685-01,2,2
TCGA-BP-5168-01,2,2
TCGA-24-1846-01,2,1.706534737
TCGA-ER-A19N-01,2,2
TCGA-EM-A22Q-01,2,2
TCGA-EM-A2CN-01,2,2
TCGA-EA-A3HS-01,2,2
TCGA-BJ-A28T-01,2,2
TCGA-GM-A2DA-01,2,2
TCGA-HT-7606-01,2,2
TCGA-XM-AAZ1-01,2,2
TCGA-A2-A3XV-01,2,2
TCGA-OL-A5DA-01,2,2
TCGA-BT-A2LD-01,2,2.162698111
TCGA-AP-A05N-01,2,2
TCGA-FY-A2QD-01,2,2
TCGA-44-5643-01,2,1.698365126
TCGA-EW-A1P6-01,2,2
TCGA-D3-A8GS-06,2,1.961613056
TCGA-BR-6803-01,2,2
TCGA-56-5897-01,2,2
TCGA-UZ-A9PJ-01,2,2
TCGA-50-5946-02,2,2.340646147
TCGA-FK-A3SD-01,2,2
TCGA-04-1654-01,2,1.785838661
TCGA-BP-4355-01,2,2
TCGA-FX-A48G-01,2,1.762045437
TCGA-AO-A1KP-01,2,2
TCGA-EE-A2A2-01,2,2
TCGA-44-3919-01,2,2
TCGA-G4-6322-01,2,1.975385399
TCGA-3A-A9I7-01,2,1.999961335
TCGA-KO-8415-01,2,1.999123696
TCGA-FB-AAQ3-01,2,2
TCGA-CQ-A4C6-01,2,2.000254067
TCGA-D1-A2G5-01,2,2
TCGA-HV-A7OL-01,2,2
TCGA-OR-A5LA-01,2,2
TCGA-HC-7232-01,2,2
TCGA-MI-A75H-01,2,2
TCGA-B0-4945-01,2,2
TCGA-AH-6547-01,2,2
TCGA-DV-A4VX-01,2,2
TCGA-DD-AACQ-01,2,2
TCGA-CN-5370-01,2,2
TCGA-13-1510-01,2,1.942529207
TCGA-YT-A95D-01,2,2
TCGA-BS-A0UT-01,2,2
TCGA-78-7163-01,2,2.012695033
TCGA-MZ-A6I9-01,2,2.000600345
TCGA-CR-7401-01,2,2
TCGA-4Z-AA7O-01,2,2
TCGA-AK-3456-01,2,2
TCGA-CM-5349-01,2,2
TCGA-02-0037-01,2,2
TCGA-HT-7603-01,2,2
TCGA-QH-A6CU-01,2,2
TCGA-AB-2954-03,2,2.000585084
TCGA-DB-A64X-01,2,2
TCGA-P5-A72X-01,2,2
TCGA-G2-A2ES-01,2,2.00015392
TCGA-J4-A83J-01,2,1.944641041
TCGA-19-2624-01,2,2
TCGA-NC-A5HI-01,2,1.898243695
TCGA-02-2466-01,2,1.992551407
TCGA-KK-A6E4-01,2,1.999072125
TCGA-EO-A22R-01,2,2
TCGA-94-7033-01,2,1.939795179
TCGA-TK-A8OK-01,2,1.99894725
TCGA-ER-A2NC-06,2,2
TCGA-12-0780-01,2,2
TCGA-HT-7874-01,2,2
TCGA-78-7155-01,2,2.442536379
TCGA-AX-A1CK-01,2,2
TCGA-CJ-4887-01,2,2
TCGA-OR-A5LE-01,2,2
TCGA-DE-A69K-01,2,2
TCGA-D9-A3Z3-06,2,1.959229572
TCGA-FU-A3HZ-01,2,2
TCGA-A4-8516-01,2,2
TCGA-A2-A04N-01,2,2
TCGA-81-5910-01,2,2
TCGA-28-2513-01,2,2
TCGA-CQ-7064-01,2,2
TCGA-44-6776-01,2,2
TCGA-Y8-A896-01,2,2
TCGA-H6-8124-01,2,1.996001238
TCGA-DD-AAE4-01,2,2.005650186
TCGA-AG-3599-01,2,2
TCGA-CR-7374-01,2,1.698512254
TCGA-CJ-5675-01,2,2
TCGA-P8-A5KD-01,2,2
TCGA-FS-A4F4-06,2,1.930996293
TCGA-CQ-A4CD-01,2,2
TCGA-S7-A7WU-01,2,2
TCGA-CS-5394-01,2,2
TCGA-K7-A6G5-01,2,2
TCGA-ED-A7XO-01,2,2.003646309
TCGA-12-3648-01,2,2.003733536
TCGA-EM-A1CW-01,2,2
TCGA-F7-A61V-01,2,1.999731691
TCGA-06-0132-01,2,2
TCGA-2G-AAG3-01,2,2.299887816
TCGA-EJ-AB20-01,2,2
TCGA-24-1563-01,2,1.97972249
TCGA-VD-A8KN-01,2,2
TCGA-QH-A65V-01,2,2
TCGA-B6-A0RM-01,2,2
TCGA-T2-A6X0-01,2,1.999764005
TCGA-CX-7085-01,2,2
TCGA-BQ-7061-01,2,2
TCGA-XF-A9T6-01,2,2.00052982
TCGA-CF-A47S-01,2,2
TCGA-4G-AAZT-01,2,2
TCGA-FS-A1ZZ-06,2,2
TCGA-28-5216-01,2,2
TCGA-A2-A4S2-01,2,2
TCGA-VR-A8EX-01,2,1.63843133
TCGA-D1-A17U-01,2,2
TCGA-WC-A882-01,2,2
TCGA-DJ-A3UK-01,2,2
TCGA-44-A479-01,2,2
TCGA-UF-A7JJ-01,2,1.693294004
TCGA-AA-3684-01,2,2
TCGA-92-7340-01,2,2.04241333
TCGA-AA-3930-01,2,2
TCGA-AX-A06D-01,2,2
TCGA-DX-A1KY-01,2,2.313129645
TCGA-29-1711-01,2,1.824236692
TCGA-AP-A1DM-01,2,2
TCGA-CJ-5678-01,2,2
TCGA-AB-2873-03,2,2
TCGA-BH-A0HU-01,2,1.874812409
TCGA-W5-AA2I-01,2,1.99434331
TCGA-C5-A1BJ-01,2,2
TCGA-94-8491-01,2,1.956042181
TCGA-50-5072-01,2,2.010332292
TCGA-13-0766-01,2,1.804768387
TCGA-AB-2851-03,2,2
TCGA-EJ-7312-01,2,1.989947119
TCGA-BP-4804-01,2,2
TCGA-W2-A7HH-01,2,2
TCGA-61-1895-01,2,1.773655531
TCGA-BR-8364-01,2,2
TCGA-EO-A22X-01,2,2
TCGA-A4-7585-01,2,2
TCGA-DV-5566-01,2,2
TCGA-D3-A2J9-01,2,2
TCGA-DU-6395-01,2,2
TCGA-CV-7429-01,2,2
TCGA-KO-8406-01,2,2
TCGA-13-1483-01,2,1.921330674
TCGA-BJ-A45I-01,2,2
TCGA-16-1048-01,2,2
TCGA-AC-A2FE-01,2,2
TCGA-UD-AAC1-01,2,2
TCGA-36-2534-01,2,1.902964844
TCGA-EB-A5KH-01,2,2
TCGA-5U-AB0F-01,2,1.999942634
TCGA-49-AARN-01,2,2
TCGA-MP-A4TI-01,2,1.955543119
TCGA-D8-A1XM-01,2,2
TCGA-2Z-A9J5-01,2,2
TCGA-VQ-A8PE-01,2,2.327880002
TCGA-E8-A438-01,2,2
TCGA-A4-8311-01,2,2.000041997
TCGA-XF-A9T2-01,2,2
TCGA-26-1442-01,2,2
